Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish
Puppeting_Samoa_title;The Conquest of Samoa;;;;;;;;;;;;;
Puppeting_Samoa_desc;Samoa is a Polynesian state consisting of two main islands and a couple smaller uninhabited ones. This island group is located in the core of the South Pacific and would secure our hold on the region. We have already come into contact with the inhabitants of this island in the past and observed their technological inferiority. A naval invasion should successfully seize the island with ease.;;;;;;;;;;;;;
pedemonte_mosquera_treaty_title;The Pedemonte-Mosquera Treaty;;;;;;;;;;;;;
pedemonte_mosquera_treaty_desc;Our southern border with Peru has long been hotly disputed, leading to the Gran Colombian-Peruvian War of 1828-29. To avoid a repeat of such bloodshed, our foreign minister Tomás Cipriano de Mosquera has met with Peruvian foreign minister Carlos Pedemonte y Talavera to delineate a new border that will hopefully end the animosities once and for all in an equitable settlement.;;;;;;;;;;;;;
pando_noboa_treaty_title;The Pando-Noboa Treaty;;;;;;;;;;;;;
pando_noboa_treaty_desc;We have inherited Gran Colombia's border dispute with Peru. It majorly impacted relations with our southern neighbor, leading to the Gran Colombian-Peruvian War of 1828-29. To avoid a repeat of such bloodshed, our foreign minister Diego Noboa has met with Peruvian foreign minister José María Pando to delineate a new border that will hopefully end the animosities once and for all in an equitable settlement.;;;;;;;;;;;;;
anti_bourbon_sentiment;Anti-Bourbon Sentiment;;;;;;;;;;;;;
anti_bourbon_sentiment_desc;The people are tired of the reign of the Bourbon dynasty and agitating to depose the monarchy. Measures must be taken to suppress this dangerous rabble.;;;;;;;;;;;;;
invade_kaffa_title;Invade Kaffa;;;;;;;;;;;;;
invade_kaffa_desc;§RGain 2 infamy§! The Kingdom of Kaffa has existed since 1390, nestled in the southern parts of the Ethiopian Highlands. While very fertile and partially forested, the terrain has preserved Kaffan independence for centuries. Now that Ethiopia is united, we finally have the resources to defeat the Kaffans despite their mountains and take the land as our own.;;;;;;;;;;;;;
EVTDESC42341;\n\nNow that we have reunited all our brethren under one flag, a debate has begun in our country about the location of our capital. When it was first formed by Simón Bolívar, he chose Bogotá as the Gran Colombia, although many where unhappy with the choice, it is geographically well-protected and also economically very developed. Should we restore Bogotá as our capital once more?;;;;;;;;;;;;;
british_guyana_punchase_title;The Essequibo Purchase;;;;;;;;;;;;;
british_guyana_punchase_desc;Essequibo has long been subject to our dispute with the colonial government of Guyana. While simply asking to be given our rightful land would surely result in nothing but ridicule, a serious offer to purchase the land for a respectable sum may see success.;;;;;;;;;;;;;
Trinidad_Tobago_punchase_title;The Trinidad and Tobago Purchase;;;;;;;;;;;;;
Trinidad_Tobago_punchase_desc;Trinidad and Tobago are the two islands to our immediate Northwest and are strategically quite valuable. A power posing a threat to us could amass troops on the islands before invading the mainland. Therefore it would be in our interests to secure them for ourselves. Perhaps an offer to purchase them would resolve the issue?;;;;;;;;;;;;;
ABC_punchase_title;The ABC Islands Purchase;;;;;;;;;;;;;
ABC_punchase_desc;The ABC Islands of Aruba, Bonaire and Curacao are to our North, just off the Paraguaná Peninsula. There, many agitators who instigated internal conflict in our lands have often taken refuge while plotting and planning to eventually land on the peninsula. This threat to our country may be countered by purchasing the islands from their current owner.;;;;;;;;;;;;;
PIROTREBELLION;\n\nThe regions of Pirot, Belogradchik and Berkovitsa have risen up in revolt. Local Orthodox Christians have faced oppression by the local Muslim Ayan, Mahmud. The revolt was organized by refugees headed by a wealthy and respected local named Hadži-Neša Filipovic who fled to Serbia to escape Ottoman rule. Prince Miloš Obrenovic of Serbia promised them support in their revolt, leading them to eagerly cross the border and incite the Orthodox Christians of the region to revolt against us, however he has now betrayed and abandoned them to be crushed by our army.;;;;;;;;;;;;;
howes_sewing_machine;Howe's Sewing Machine;;;;;;;;;;;;;
howes_sewing_machine_desc;While trying to invent an innovative new type of sewing machine, Elias Howe had a nightmare in which he was hunted with spears that were pierced near the head. This inspired him to make sewing needles with an eye at the point. Other important advances made by Howe's machine are a shuttle operating beneath the cloth to form lockstitch loops, and an automatic feed.;;;;;;;;;;;;;
barbed_wire_fencing;Barbed Wire Fencing;;;;;;;;;;;;;
barbed_wire_fencing_desc;Conventional wooden fences to contain cattle are quite expensive, so many farmers are forced to resort to let their cows roam free. This leads to some getting lost or hurt. Barbed wire, aside from military use, is a cheap and effective alternative to wooden fencing, as its pricks keep the cows contained without hurting them significantly. This solves non-barbed wire's problem: The cows simply push against it and knock it over.;;;;;;;;;;;;;
sugar_eff;Sugar Boom;;;;;;;;;;;;;
ALBREVOLTEIGHTEENFOURTYSEVEN;\n\nAs part of the implementation of the Tanzimat Reforms, a new taxation system has been put into place in Albania. However, to force the rebellious locals to cooperate, our forces have resorted to violently disarming them. People came to fear our troops, fleeing their homes at news of the approaching soldiers. In reaction, Albanians gathered in Mesaplik and formed an assembly, sending us a memorandum declaring that they will not contribute soldiers to the regular army and will not pay the new taxes. Our administration has ignored the memorandum and attempted to collect taxes, causing an open revolt to begin under the leadership of Çelo Picari, a survivor of the Massacre of the Albanian Beys with a vendetta against our government.;;;;;;;;;;;;;
REVOLT1845;\n\nIn spite of recent revolts in Albania failing, the local population continues to mistrust and resent our local administration to an extreme extent due to the recent centralization measures undertaken in the process of the Tanzimat Reforms. This has caused a new uprising to erupt, with two thousand people rebelling in the Yakova area and spreading the revolt to the highlands where the cities of Reka and Deçan as well as the region of Mirdita have been captured. This has swelled their ranks to eight thousand rebels. Though retaking the cities back from the insurrection shouldn't be too difficult, dislodging the militants from the mountains will certainly be a costly affair.;;;;;;;;;;;;;
BRSJAKREVOLT;\n\nRebels seeking the separation of Macedonia from the Ottoman Empire have begun a revolt in the Porece region of the Monastir Vilayet. The rebels use the Serbian flag in battle and are reported to have received covert Serbian government support, supplies of rifles and ammunition. While the revolt is relatively small, centering around Ohrid, Prilep and Monastir, the rebels are well entrenched in their familiar mountains, making them difficult to dislodge.;;;;;;;;;;;;;
SASUNREBELLION;\n\nThe Social Democrat Hunchakian Party (SDHP), founded in 1887 by a group of students in Geneva, Switzerland, was created to achieve the independence of Armenia. To this end, they have stoked nationalist sentiments among the Armenians West of Lake Van, culminating in a major revolt centered around the town of Sasun. Armenian patriots have organized so-called fedayi, irregular militia units, to do battle with our army.;;;;;;;;;;;;;
GALVEZDEPOSED;\n\nThe peasant insurgency in Guatemala, started by priests spreading conspiracy theories about the liberal government being responsible for the cholera outbreak, became stronger over the course of the last year, with the scorched earth policy of our army only increasing the unrest. José Rafael Carrera y Turcios, the leader of the fanatic Christian conservative insurgents organized a 'people's army', a force of twelve thousand peasants to wage a 'holy war' against the liberals. Now, our worst fears have come to pass: News has reached us that Turcios marched to Ciudad Guatemala with his forces and overwhelmed its defenders. Under shouts of 'Long live religion!', the rabble looted and pillaged the city, forcing governor José Felipe Mariano Gálvez to flee with his administration and remaining troops. With Guatemala in chaos, the region of Los Altos, mainly populated by indigenous peoples and criollos, has seceded from Guatemala as a separate federal state within the FRCA. Across the federation, faith in the government has collapsed.;;;;;;;;;;;;;
GUATEMALACHOLERA;\n\nAn outbreak of cholera has devastated Guatemala, hitting the indigenous community particularly hard. Around a thousand people have died and while another three thousand survived with great suffering. Hardline reactionary priests who resent the liberals appropriating their property and restricting their power have spread a conspiracy theory that the government has poisoned rivers and wells with cholera to targetedly kill indigenous peoples. The poor peasants have, infuriated by this nonsense, begun fighting against the power of the liberal governor Guatemala, José Felipe Mariano Gálvez. José Rafael Carrera y Turcios, an illiterate but cunning and charismatic former pig farmer turned highwayman has emerged at the head of the resistance as a new caudillo. Only time will tell whether the forces of our liberal government or the ignorant, conservative peasants blinded by religion will come out on top in this so-called 'holy war'.;;;;;;;;;;;;;
NEWSISTERREPUBLIC;\n\nWe have installed a sister republic in $FROMCOUNTRY$. The old oppressors have fled, and a new era has begun for the $FROMCOUNTRY_ADJ$ people. We must decide whether the liberals of $FROMCOUNTRY$ will be able to keep power or whether we will have to steer their government onto the right path to ensure its stability.;;;;;;;;;;;;;
SWI_radical_republic;Helvetic Republic;;;;;;;;;;;;;
SWI_radical_republic_ADJ;Helvetic;;;;;;;;;;;;;
NET_radical_republic;Batavian Republic;;;;;;;;;;;;;
NET_radical_republic_ADJ;Batavian;;;;;;;;;;;;;
RHI_radical_republic;Cisrhenian Republic;;;;;;;;;;;;;
RHI_radical_republic_ADJ;Cisrhenian;;;;;;;;;;;;;
SAR_radical_republic;Subalpine and Sardinian Republic;;;;;;;;;;;;;
SAR_radical_republic_ADJ;Subalpine-Sardinian;;;;;;;;;;;;;
SVY_radical_republic;Subalpine Republic;;;;;;;;;;;;;
SVY_radical_republic_ADJ;Subalpine;;;;;;;;;;;;;
SIC_radical_republic;Parthenopean Republic;;;;;;;;;;;;;
SIC_radical_republic_ADJ;Parthenopean;;;;;;;;;;;;;
LOM_radical_republic;Transpadane Republic;;;;;;;;;;;;;
LOM_radical_republic_ADJ;Transpadane;;;;;;;;;;;;;
PAP_radical_republic;Roman Republic;;;;;;;;;;;;;
PAP_radical_republic_ADJ;Roman;;;;;;;;;;;;;
GEN_radical_republic;Ligurian Republic;;;;;;;;;;;;;
GEN_radical_republic_ADJ;Ligurian;;;;;;;;;;;;;
EPIRUSREVOLT;\n\nWith the onset of conflict with Russia, separatist Greeks in the region of Epirus have used the opportunity to rise up in revolt. Spyridon Karaiskakis, a Lieutenant in the Greek Army, gave a number of stirring speeches in villages east of Arta, seeking to inspire the Epirotes to revolt against us and join their province to Greece. He and other agitators have whipped up anger among the Epirote villagers and have begun marching to the cities of Metsovo, Ioannina and Arta, posing a significant threat to our continued possession of the region. Although the Greek government is officially neutral on the matter, covert sending of supplies to the rebels by Greek officials has been widely reported. The Greek arms and ammunition make the rebels especially dangerous, as they are able to organize effectively without having to use lesser or improvised weapons.;;;;;;;;;;;;;
forest_railway;Forest Railway;;;;;;;;;;;;;
forest_railway_desc;A forest railway, forest tram, timber line, logging railway or logging railroad is a new use for railway transportation. It is employed for forestry tasks, primarily the transportation of felled logs to sawmills or railway stations. In most cases this form of transport uses narrow gauges, and are temporary in nature, and in rough and sometimes difficult to access terrain. This greatly improves the efficiency of logging, as towing animals are no longer necessary to slowly pull log carts out of forests.;;;;;;;;;;;;;
MACEDONIANREBELLION;\n\nMacedonian Greeks have risen up in revolt to prevent being made part of a Bulgarian state. Many Greeks fear greater oppression under Bulgarian Slavic rule than under Ottoman and therefore strive to unite Macedonia with Greece before it is too late. The revolution has two main foci: One around Mount Olympus, and the other in the Vourinos mountain range. Around ten thousand rebels led by Anastasios Picheon have gathered in Vourinos and proclaimed the "Provisional Government of Macedonian province of Elimeia" seeking to unite with Greece. Chieftains all over Macedonia have answered the call and begun engaging our local garrisons in a campaign of guerrilla warfare ranging from Manastïr to Koçana.;;;;;;;;;;;;;
SALAVERRYSANTACRUZEXPLAIN;\n\nAn invasion has entered Peru from the Southeast. Luis José de Orbegoso y Moncada, former liberal president of Peru, convinced Jossef Andrés de Santa Cruz y Calahumana, president of Bolivia, to invade Peru so as to help him regain his position as president. However, Santa Cruz has an even higher aim: Forcibly uniting Peru and Bolivia in a confederation. Supporters of Orbegoso have already seized the South, including Arequipa, Tacna and Puno, giving great advantage to the Bolivian advance. §RYou must have a unit in Arequipa or have it sieged by March 1836 and keep it as such until you win the war. Otherwise, Bolivia will annex you.§W;;;;;;;;;;;;;
SOCABAYA;\n\nWe have defeated the so-called Army of the Restoration of Peru in a decisive battle. The joint Peru-Bolivian forces led by general Jossef Andrés de Santa Cruz y Calahumana simply outmatched Felipe Santiago Salaverry del Solar's battered and demoralized husk of an army. With Salaverry captured and executed, nothing stands in the way of uniting Peru and Bolivia once and for all. Viva Perú-Bolivia!;;;;;;;;;;;;;
BOLIVIACONFEDERATESWPERU;\n\nOur armies have captured Lima, enforcing our law on the long-chaotic lands of Peru. Unionist sentiments between our two nations have existed for some time, and it seems the invasion was spurred by a combination of Peru's sorry state and the influence of one Agustín Gamarra Messia, President of Peru from 1829 to 1833, in Sucre. Gamarra has long held an obsession with the idea of uniting Peru with Bolivia, and has convinced president Andrés de Santa Cruz of an ambitious plan to assemble a confederation between Bolivia and a pair of states representing the North and South of Peru. With the formation of the Peru-Bolivian Confederation, Bolivia and Peru will both surely enter an era of prosperity, one which our jealous neighbors may seek to end.;;;;;;;;;;;;;
ENDOFRECONQUISTA;\n\nDespite maintaining that the Spanish crown holds suzerainty over the former American colonies, this claim cannot be maintained forever. Other powers have already acknowledged the independence of these countries, and it is no longer internationally acceptable for the declining Iberian state to pursue these lost claims. We will have to settle for what we have reconquered, for the window of opportunity has passed.;;;;;;;;;;;;;
RECONQUISTASUCCESS;\n\nThe unthinkable has been achieved. The guns have fallen silent across the Americas, with the Spanish flag flying once again over its pacified dominions. The Viceroyalties have been retaken, and the Empire shall endure. Viva España!;;;;;;;;;;;;;
latin_american_integration;Latin American Integration;;;;;;;;;;;;;
latin_american_integration_desc;Our country has entered a period of renewal. With the completion of our reconquest of the New World, the time has come to integrate it into our country. The people of Latin America must be pacified and successfully won over to identify as Spanish. Only then will the integration be complete.;;;;;;;;;;;;;
ENDOFRECONQUISTASPA;\n\nDespite maintaining that the Spanish crown holds suzerainty over the former American colonies, this claim cannot be maintained forever. Other powers have already acknowledged the independence of these countries, and it is no longer internationally acceptable for the declining Iberian state to pursue these lost claims. We will have to settle for what we have reconquered, for the window of opportunity has passed. §RCoring Latin America and accepting the cultures will be possible in 20 years if you own Buenos Aires, Lima, Bogotá, Mexico City and Havana.§W;;;;;;;;;;;;;
RECONQUISTASUCCESSSPA;\n\nThe unthinkable has been achieved. The guns have fallen silent across the Americas, with the Spanish flag flying once again over its pacified dominions. The Viceroyalties have been retaken, and the Empire shall endure. Viva España! \n\n§RCoring Latin America and accepting the cultures will be possible in 20 years if you own Buenos Aires, Lima, Bogotá, Mexico City and Havana.§W;;;;;;;;;;;;;
LATAMINTEGRATIONCOMPLETE;\n\nAfter many years of unrest, calm has returned to Latin America. The brief period of chaos and hardship that came with the wars of independence and loss of Spanish control is now a fading memory among our people. Our empire has entered a new era of prosperity and unity, the likes of which nobody could have dreamed of just a few decades ago. Now, the people of Latin America have come to accept and embrace their part in Spain. Mexicans, Colombians, Peruvians, Argentineans - they have all recognized that these terms are silly and only divide the Spanish people now joined in a union of equals. \n\n§RDo not move your capital to a province you do not control§!.;;;;;;;;;;;;;
oxy_fuel_welding;Oxy-fuel welding;;;;;;;;;;;;;
oxy_fuel_welding_desc;Oxy-fuel welding is a process that uses fuel gases or liquid fuels together with oxygen to weld or cut metals. Pure oxygen, instead of air, is used to increase the flame temperature to allow localized melting of the workpiece material in a room environment.;;;;;;;;;;;;;
BOSNIANREVOLT;\n\nBosnia-Herzegovina has been enveloped in an revolt the likes of which has never been seen in the region. Catholic and Orthodox Christians have united against us. In recent years, local beys have levied increasingly exorbitant taxes and enforced their collection brutally. With the success of the Greek and Serbian Revolutions in mind, the rebels hope to use guerrilla tactics to draw out the conflict until the international community intervenes in their favor. Revolutionary leaders like Petar Popovic Pecija and Bogdan Zimonjic bring experience from previous uprisings, giving the insurgents further advantage. Rumors have even reached us of covert Montenegrin and Serbian support being channeled to the rebels in the form of guns and ammunition.;;;;;;;;;;;;;
MATALE;\n\nThe Kandyan provinces are in a state of turmoil. They have been under our adiministration for 32 years, in which time planters have expropriated the common land of the peasantry and reduced them to penury. In the 1830s, coffee was introduced into Ceylon, a crop which flourishes in high altitudes, and grown on the land taken from the peasants. However, the dispossessed peasantry aren't employed on the plantations as they refuse to abandon their traditional subsistence holdings and become wage-workers. We therefore had to draw on our reserve army of labor in India, bringing plantation workers from the other side of the Palk Strait. A recent decline in coffee prices lead to a deficit of 40,000 pounds in Ceylon's budget, leading the new governor, George Byng, 7th Viscount Torrington, to enact new taxes on the natives. These bear heavily not only on the purse but also on the traditions of the Kandyan peasants, leading to a mass movement against them that has now erupted into a full-scale rebellion.;;;;;;;;;;;;;
SNAKEWAR;\n\nThe "Snake Indians" are so called for their proximity to the Snake River, though in reality they’re an eclectic group of Northern Paiute, Bannock and Western Shoshone peoples. Tensions between the Snake Indians and settlers date back to the early 1850s. By 1864, they boiled over into a series of attacks and reprisals from both sides that were effectively a war. While our own Civil War has divided and occupied our martial resources up to this point, we now have the capacity to pacify the region. Prior to our newly arbitrated treaty with chief Weahwewa, some 1,762 died on both sides, making this the deadliest Indian conflict to date.;;;;;;;;;;;;;
DAKOTAWAR;\n\nIn our previous treaties with the eastern Dakota people of the Sioux nation, significant provisions were made to the order of cash annuities, debt payments, and other boons. Unfortunately, as conflicts elsewhere have increasingly drawn our national attention, the Dakota have accused us of being delinquent in our obligations. In August of 1862, armed bands of Dakota attacked our settlements en-masse, killing several hundred and forcing the governor to organize a militia to confront them. Over 300 captured Indians have been sentenced to death, and though the governor ended up reducing the sentences of all but 39, the day of their hanging, December 26, 1862, will prove to be the largest one-day mass-execution in the continent's recent history.;;;;;;;;;;;;;
PUGETSOUNDWAR;\n\nOur conflict with the native peoples in the Washington territory has come to a head, despite the attempts of territorial governor Isaac Stevens to negotiate a settlement with the Chief Leschi of the Nisqually tribe. Chief Leschi refused  our offer, the 1864 Treaty of Medicine Creek, outraged that we would barter for his people's lands. Subsequent skirmishes between our companies and warriors allied to the Nisqually have led to the two-year roundup of nearly 4,000 native non-combatants. Chief Leschi was finally captured by our troops in November of 1856 and now faces trial. This will hopefully bring our conflict with the Nisqually to a close, though other nations such as the Yakima continue to be a thorn in the Washington territory’s side.;;;;;;;;;;;;;
BLACKHAWKWARUTAH;\n\nAccounts of the origins of the conflict are unclear, but there is no doubting that a state of war has existed for some time between the predominantly Mormon settlers of central Utah, and the 16 Ute, Southern Paiute, Apache and Navajo tribes led by local Ute war chief Antonga Black Hawk. Between April of 1865 and October of 1872, over 100 individual attacks, skirmishers, murders, or massacres were conducted by both sides of the conflict as settler and native combatants became increasingly organized. Though Black Hawk negotiated peace in 1867, and the Utes were moved to the Uintah reservation, much animosity remains, and the conflict is expected to slowly peter out rather than come to abrupt end.;;;;;;;;;;;;;
CAYUSEWAR;\n\nIn 1847, members of the Cayuse tribe of the Oregon conducted the Whitman Massacre in retaliation for spread of disease and desecration of tribal lands. Fourteen were killed and several dozen were held hostage. Despite the governor’s show of force intended to bring about negotiations, the Cayuse carried on the conflict for several years, requiring federal intervention in spite of the Cayuse turn-over of five tribesmen claimed to be responsible for the massacre. Intermittent conflict is finally coming to a close as the remaining bands of warriors surrender or meet defeat.;;;;;;;;;;;;;
steam_donkey;Steam Donkey;;;;;;;;;;;;;
steam_donkey_desc;A steam donkey or donkey engine is a steam-powered winch widely used in mining, maritime, and other industrial applications. A new use for donkeys has been found in forestry, where they are also known as a logging engines. They are often attached to a yarder for hauling logs from forests to central processing areas.;;;;;;;;;;;;;
saccharin;Saccharin;;;;;;;;;;;;;
saccharin_desc;An innovative artificial sweetener with no nutritional value, Saccharin has begun to be used in drinks, candies and cookies to replace sugar, which has been estimated to be about 550 times less sweet than the new substitute. It is derived from toluene, a byproduct of coke production.;;;;;;;;;;;;;
CUBACONST;\n\nCuba has come a long way since the end of the Spanish-American War and the beginning of the occupation government. A Constitutional Assembly presided over by Domingo Méndez-Capote has created a new constitution for the island. Elections have taken place according to the constitutional framework, resulting in the victory of Tomás Estrada Palma, an independent candidate who received upwards of 60% of votes. Clearly, the time has come to withdraw our forces from Cuba, as it has become able to administer itself. However, several congressmen propose that we force the Assembly to adopt the so-called "Platt Amendment" - an amendment to their constitution that would allow us to intervene in Cuba militarily at will and ensure our influence indefinitely at the cost of Cuban self-determination.;;;;;;;;;;;;;
HAYQUESADA;\n\nWhen Cuba became independent in 1902, we kept the Isle of Pines and Guantanamo Bay as per the Cuban-American Treaty of Relations. However, many Cubans, including those in government, have since perceived our administration of the Isle of Pines as unjust as they regard the island as core Cuban territory. To right this wrong, Cuban Special Commissioner Gonzalo de Quesada y Aróstegui has approached Secretary of State John Hay and proposed a treaty by which the island would be returned, as it were, to Cuba.;;;;;;;;;;;;;
modern_fishing_ports;Modern Fishing Ports;;;;;;;;;;;;;
modern_fishing_ports_desc;New innovations such as dock gates and cranes operated by hydraulic power have made the operation of fishing ports safer and more efficient.;;;;;;;;;;;;;
BLUEREVOLUTION;\n\nConservative conspiracies have finally boiled over in a swift takeover of government, deposing former president Manuel Ezequiel Bruzual. The unrest began in the form of regional uprisings that were quickly put down. However, due to the increasingly repressive central administration, the insurgent groups began to spread throughout the country. With the liberals abandoning Bruzual, the conservatives organized a small army to take over Caracas. He fled to Puerto Caballo with 300 men and was besieged. Bruzual was shot by a sniper at this last stand and fled to Curaçao where he has now died of gangrene. Guillermo Tell Villegas has assumed the presidency, ushering in a new era of conservatism.;;;;;;;;;;;;;
APRILREVOLUTION;\n\nIn only 3 days of fighting, a decisive landing of the liberals in Coro led by Antonio Guzmán Blanco has toppled the conservative government. It had been suffering from great instability, including armed uprisings led by José Ignacio Pulido Briceño, Joaquín Crespo, Matías Salazar, León Colina and Francisco Linares Alcántara. The citizens of Caracas had been so discontent under the government of Guillermo Tell Villegas that they assisted the liberal assault on the city. Antonio Guzmán Blanco has now become president and made it clear that he shall remain as such for the foreseeable future. The liberals are once again in power in Venezuela - for now.;;;;;;;;;;;;;
COROREVOLUTION;\n\nGeneral León Colina has begun an insurrection in the West to topple President Antonio Guzmán Blanco with the assistance of other defectors turning against the regime. Starting in Coro, the rebels have moved South and captured Barquisimeto. However, Colina is facing opposition from the locals. Over a thousand inhabitants of Coro have organized into pro-government militia and opposed him. The Coro Revolution already seems doomed to fail.;;;;;;;;;;;;;
WHEREISRECONQUISTA;\n\nSpain has content pertaining to the reconquest of its former colonies in the Americas. You may be familiar with its implementation in HFM: For whatever reason, it was exclusive to Carlist Spain. Well, no more! Instead, the so-called third Reconquista is now tied to having Fernando VII as king as he was the last Spanish monarch to pursue the matter. However, he dies in 1833, so the third Reconquista is tied to the 1830 submod. You have to activate it upon starting if you wish to play with it.;;;;;;;;;;;;;
juice_extraction_through_maceration;Sugar Beet Maceration;;;;;;;;;;;;;
juice_extraction_through_maceration_desc;Extracting sucrose from sugar beets is, traditionally, a lengthy and cumbersome process. However, with the application of maceration, the processing of sugar beets by softening them and breaking them into pieces using a liquid, the extraction is significantly more cost effective and efficient.;;;;;;;;;;;;;
sugarbeet_nematodes;Sugarbeet Nematodes;;;;;;;;;;;;;
sugarbeet_nematodes_desc;First discovered by the botanist H. Schacht in 1859, sugarbeet nematodes or Heterodera schachtii create cysts on the roots of affected beets. With further analysis, it has surfaced that affliction with the nematode significantly reduces crop yield. Thus, new methods of combating it have surfaced, such as breeding resistant beets or planting white mustard a field lies fallow, significantly reducing the nematode count in its soil.;;;;;;;;;;;;;
sugarbeet_seed_planter;Sugarbeet Seed Planters;;;;;;;;;;;;;
sugarbeet_seed_planter_desc;The process of planting sugarbeets by hand is very time-consuming, as each beet must be planted individually in a little hole that is manually dug out and covered once more. By using a planting machine, however, much time is saved, the depth at which the seeds are placed is standardized and less seeds are needed overall.;;;;;;;;;;;;;
wenzleben_plough;Wenzleben Ploughs;;;;;;;;;;;;;
wenzleben_plough_desc;Ploughing fields for the purpose of planting sugarbeets is usually a complicated procedure due to the required depth, involving around 800 hours of manual labor per hectare of field. The use of a Wenzleben plough reduces this to around 100 hours per hectare. These high-quality ploughs are especially designed for the depth that best suits sugarbeets.;;;;;;;;;;;;;
steam_powered_sugar_mills;Steam-powered Sugar Mills;;;;;;;;;;;;;
steam_powered_sugar_mills_desc;By utilizing steam turbines to power the milling process, sugar mills can be constructed independently of wind and water. Additionally, they can operate at much higher efficiency and even make use of sugarcane bagasse, the fibrous solids from the juice extraction phase, by burning them for fuel.;;;;;;;;;;;;;
ROGUERIVERWAR;\n\nSince the general uptick in settler activity in Oregon country beginning in the 1830s, relations with the native peoples have steadily deteriorated. This is especially true of the three tribes of the Rogue River area, which includes Athabascan, Takelma, and Shastan speaking tribes. Federal troops, not for the first time, were dispatched in May 1856 to intervene in the simmering conflict between the Indians and local militias. After the Rogue River Indians attacked federal columns, the US military assisted in several assaults against Indian camps, and ultimately removed the rogue river Indians to reserves.;;;;;;;;;;;;;
COLORADOWAR;\n\nAfter the 1858 discovery of gold in the Coloradan portion of the Rocky Mountains, we pressured chiefs of the Southern Cheyenne and Arapaho people to sign the Treaty of Fort Wise which reduced their lands by 90%. Many southern Cheyenne, including the 'Dog Soldiers' military sect, considered this a betrayal and refused to abide by the treaty. By 1864 the American military was largely occupied with the civil war which lead to several raids, skirmishes, and reprisals in the region. The conflict culminated in frequency following the Sand Creek massacre, in which Coloradan volunteer forces lead by Colonel John M. Chivington slaughtered 150 native non-combatants. The natives ultimately moved northwards towards Wyoming in 1865 of their own accord, continuing to conduct raids and eluding federal attempts to stop them.;;;;;;;;;;;;;
REDCLOUDWAR;\n\nThe discovery of gold in Montana greatly expanded use of Bozeman's trail to access the region. This trail leads through the lands of several native American people, including the Lakota, Northern Cheyenne, and Northern Arapaho, many of whom had been engaged in intertribal conflicts for some time. Attacks on travelers lead us to establish several forts in the region. The Lakota chief Red Cloud targeted these forts with several raids to wear down their garrisons. One such action, on December 21, 1866 known as Fetterman Fights, resulted in the total obliteration of an 81-man column led by  Captain William J. Fetterman, the worst defeat we have yet suffered in the Great Plains. In 1868, the Treaty of Fort Laramie was signed which, in exchange for closure of Bozeman's trail, land guarantees and the removal of forts, required the Lakota in particular to adopt several measures intended to lead to their assimilation.;;;;;;;;;;;;;
GOSHUTEWAR;\n\nThe Goshute tribe are one of many Western Shoshone peoples residing in the Utah and Nevada territories. Since the arrival of predominantly Mormon settlers, the Goshutes have been forced onto increasingly marginal portions of their territory. The stream of 49ers and the mail stations that followed only increased tensions with the Goshutes, as well as incidents of raiding. In 1863, Union army forces pre-emptively attacked the Goshutes and forced a treaty upon them which allowed settler economic activity and extraction in their land in exchange for the federal government paying the tribe 1,000 dollars a year for twenty years as compensation.;;;;;;;;;;;;;
PAIUTEWAR;\n\nSince the late 1850s, American forces, officials, and volunteers have become increasingly involved in the conflicts and affairs of the Paiute people of Pyramid Lake in the Utah territory. by May 1860, a series of escalating raids and reprisals erupted into open conflict. A Paiute warband lead by chief Numaga ambushed a local militia organized to hunt them down, killing 76 men. Though unable to decisively defeat the Paiutes, local settlers re-organized their forces and established a series of forts around the lake to deny the Paiute's access to the hinterland, causing the conflict to peter out as many warriors perished of starvation. Interestingly, the conflict has greatly increased the prestige of the newly formed Pony Express. Despite numerous raids on their stations, Express riders nevertheless distinguished themselves for their speed and efficiency of service.;;;;;;;;;;;;;
POSAVINAREB;\n\nIn the northern Bosnian region of Posavina, located on the banks of the Sava river, a rebellion has broken out among the populace. There are rumors of Serbia's government having promised support, though there is no material evidence to definitively incriminate Serbia's leadership thus far. While most rebels seek to join Serbia like the districts of Jadra and Radevine managed to do years after the end of the Serbian Revolution, they also enjoy support from Muslim Bosniak noblemen who reject recent reforms such as the abolition of the Ayan system that lead to the Great Bosnian Uprising of 1831.;;;;;;;;;;;;;
EVTNAME1101;Silver Rush - $PROVINCENAME$;;;;;;;;;;;;;
EVTDESC1101;\n\nA grizzled prospector has returned from the hills. Telling his story to any who will listen, he speaks of great wealth within the stones - silver, silver, massive veins of silver!;;;;;;;;;;;;;
EVTNAME3151;The End of the $PROVINCENAME$ Silver Rush;;;;;;;;;;;;;
EVTDESC3151;\n\nSeveral mines in $PROVINCENAME$ have been drying up, stopping production altogether or reducing it so much as not to be relevant anymore. Other locations are being prospected for silver and the old silver provinces are changing their production, leading to a severe change in the production and demographics of the area.;;;;;;;;;;;;;
EVTOPTA3151;Let's hope they find more silver.;;;;;;;;;;;;;
EVTOPTA1101;Silver!;;;;;;;;;;;;;
