key;english;;;;;;;;;;;;;
EVTDESC477877791;\n\nAI: Yearly Cleanup Check;;;;;;;;;;;;;
EVTDESC477877788;\n\nWe have acquired independence!;;;;;;;;;;;;;
EVTDESC477877789;\n\nAI: Cleanup Setup;;;;;;;;;;;;;
EVTDESC477877792;\n\nIf $FROMCOUNTRY$ is the country you want to interact with, select an option. Otherwise, select 'Next country' to cycle through, or select 'Exit options' to return to the game.;;;;;;;;;;;;;
EVTDESC477877793;\n\nThis event lets your overlord interact with you. If you are a player, just close this.;;;;;;;;;;;;;
EVTDESC777770403;\n\nThis decision is to inform you the following events will allow you to dismantle recent enemies.;;;;;;;;;;;;;
EVTDESC777770406;\n\nWe will now be dismantled.;;;;;;;;;;;;;
EVTDESC777770407;\n\nAI: Dismantlement Setup;;;;;;;;;;;;;
EVTDESC777770408;\n\nAI: Dismantlement Event Trigger;;;;;;;;;;;;;
EVTDESC777770410;\n\nOur freedom is being considered.;;;;;;;;;;;;;
EVTDESC777770411;\n\nOur puppethood by $FROMCOUNTRY_ADJ$ is under review.;;;;;;;;;;;;;
EVTDESC777770412;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777770420;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777770421;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777770422;\n\nLands claimed by $FROMCOUNTRY$ are present in the defeated state, should we demand these are returned?;;;;;;;;;;;;;
EVTDESC777770423;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777770424;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777770425;\n\nLands claimed by $FROMCOUNTRY$ are present in the defeated state, should we demand these are returned?;;;;;;;;;;;;;
EVTDESC777770426;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777770427;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777770428;\n\nLands claimed by $FROMCOUNTRY$ are present in the defeated state, should we demand these are returned?;;;;;;;;;;;;;
EVTDESC777770429;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777770800;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777770801;\n\nLands claimed by $FROMCOUNTRY$ are present in the defeated state, should we demand these are returned?;;;;;;;;;;;;;
EVTDESC777770802;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777770803;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777770804;\n\nLands claimed by $FROMCOUNTRY$ are present in the defeated state, should we demand these are returned?;;;;;;;;;;;;;
EVTDESC777770805;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777770806;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777770807;\n\nLands claimed by $FROMCOUNTRY$ are present in the defeated state, should we demand these are returned?;;;;;;;;;;;;;
EVTDESC777770430;\n\nOur freedom is currently being discussed by the victors;;;;;;;;;;;;;
EVTDESC777770431;\n\nOur puppethood is currently being discussed by the victors;;;;;;;;;;;;;
EVTDESC777770432;\n\nOur cores is currently being discussed by the victors;;;;;;;;;;;;;
EVTDESC777770440;\n\nOur freedom is being considered by the Conference Chair!;;;;;;;;;;;;;
EVTDESC777770441;\n\nOur puppethood is being considered by the Conference Chair!;;;;;;;;;;;;;
EVTDESC777770442;\n\nOur cores are being considered by the Conference Chair!;;;;;;;;;;;;;
EVTDESC777770450;\n\nThe Conference Chair wishes to create a $FROMCOUNTRY$. The proposal overwrites current plans, How do we respond?;;;;;;;;;;;;;
EVTDESC777770451;\n\nThe Conference Chair wishes to create a $FROMCOUNTRY$. The proposal does not overwrite current plans, How do we respond?;;;;;;;;;;;;;
EVTDESC777770452;\n\nThe Conference Chair does not care about $FROMCOUNTRY$. Should we propose our own plans?;;;;;;;;;;;;;
EVTDESC777770453;\n\nThe Conference Chair as rejected independence for $FROMCOUNTRY$. How do we respond?;;;;;;;;;;;;;
EVTDESC777770454;\n\nThe Conference Chair wishes to annex $FROMCOUNTRY$. How do we respond?;;;;;;;;;;;;;
EVTDESC777770455;\n\nThe Conference Chair wishes to puppet $FROMCOUNTRY$. How do we respond?;;;;;;;;;;;;;
EVTDESC777770456;\n\nThe Conference Chair wishes to intergrate $FROMCOUNTRY$ into a larger union!;;;;;;;;;;;;;
EVTDESC777770460;\n\nThe Conference Chair wishes to free $FROMCOUNTRY$ from puppethood. How do we respond?;;;;;;;;;;;;;
EVTDESC777770461;\n\nThe Conference Chair wishes to puppet $FROMCOUNTRY$ from puppethood. How do we respond?;;;;;;;;;;;;;
EVTDESC777770462;\n\nThe Conference Chair doesnt give a damn about $FROMCOUNTRY$. How do we respond?;;;;;;;;;;;;;
EVTDESC777770463;\n\nThe Conference Chair wishes to leave $FROMCOUNTRY$ as a puppet. How do we respond?;;;;;;;;;;;;;
EVTDESC777770464;\n\nThe Conference Chairs wishes to annex $FROMCOUNTRY$. How do we respond?;;;;;;;;;;;;;
EVTDESC777770465;\n\nThe Conference Chair wishes to intergrate $FROMCOUNTRY$ to a larger state!;;;;;;;;;;;;;
EVTDESC777770470;\n\nThe Conference Chair wishes to liberate $FROMCOUNTRY_ADJ$ cores. The proposal overwrites current plans.;;;;;;;;;;;;;
EVTDESC777770471;\n\nThe Conference Chair wishes to create a $FROMCOUNTRY$. The proposal does not overwrite current plans, How do we respond?;;;;;;;;;;;;;
EVTDESC777770472;\n\nThe Conference Chair does not care about $FROMCOUNTRY$. Should we propose our own plans?;;;;;;;;;;;;;
EVTDESC777770473;\n\nThe Conference Chair has rejected returning land to $FROMCOUNTRY$. How do we respond?;;;;;;;;;;;;;
EVTDESC777770474;\n\nThe Conference Chair wishes to annex $FROMCOUNTRY$ cores. How do we respond?;;;;;;;;;;;;;
EVTDESC777770480;\n\n$FROMCOUNTRY$ is deciding our fate.;;;;;;;;;;;;;
EVTDESC777770481;\n\nOur puppethood is under review, at the request of $FROMCOUNTRY$.;;;;;;;;;;;;;
EVTDESC777770482;\n\n$FROMCOUNTRY$ is making a suggestion on our cores.;;;;;;;;;;;;;
EVTDESC777770490;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777770491;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777770492;\n\nLands claimed by $FROMCOUNTRY$ are present in the defeated state, should we demand these are returned?;;;;;;;;;;;;;
EVTDESC777770500;\n\nOur freedom is currently being discussed by the victors;;;;;;;;;;;;;
EVTDESC777770501;\n\nOur puppethood is currently being discussed by the victors;;;;;;;;;;;;;
EVTDESC777770502;\n\nOur cores are currently being discussed by the victors;;;;;;;;;;;;;
EVTDESC777770510;\n\nOur freedom is being considered by a Secondary Victor!;;;;;;;;;;;;;
EVTDESC777770511;\n\nOur freedom from puppethood is being considered by a Secondary Victor!;;;;;;;;;;;;;
EVTDESC777770512;\n\nOur cores are being considered by a Secondary Victor!;;;;;;;;;;;;;
EVTDESC777770520;\n\nThe Conference Chair wishes to create a $FROMCOUNTRY$. The proposal overwrites current plans, How do we respond?;;;;;;;;;;;;;
EVTDESC777770521;\n\nThe Conference Chair wishes to create a $FROMCOUNTRY$. The proposal does not overwrite current plans, How do we respond?;;;;;;;;;;;;;
EVTDESC777770522;\n\nThe Conference Chair does not care about $FROMCOUNTRY$. Should we propose our own plans?;;;;;;;;;;;;;
EVTDESC777770523;\n\nThe Conference Chair as rejected independence for $FROMCOUNTRY$. How do we respond?;;;;;;;;;;;;;
EVTDESC777770524;\n\nThe Conference Chair wishes to annex $FROMCOUNTRY$. How do we respond?;;;;;;;;;;;;;
EVTDESC777770525;\n\nThe Conference Chair wishes to puppet $FROMCOUNTRY$. How do we respond?;;;;;;;;;;;;;
EVTDESC777770530;\n\nThe Conference Chair wishes to free $FROMCOUNTRY$ from puppethood. How do we respond?;;;;;;;;;;;;;
EVTDESC777770531;\n\nThe Conference Chair wishes to puppet $FROMCOUNTRY$ from puppethood. How do we respond?;;;;;;;;;;;;;
EVTDESC777770532;\n\nThe Conference Chair doesnt give a damn about $FROMCOUNTRY$. How do we respond?;;;;;;;;;;;;;
EVTDESC777770533;\n\nThe Conference Chair wishes to leave $FROMCOUNTRY$ as a puppet. How do we respond?;;;;;;;;;;;;;
EVTDESC777770534;\n\nThe Conference Chair wishes to annex $FROMCOUNTRY$. How do we respond?;;;;;;;;;;;;;
EVTDESC777770550;\n\nWe have been released by the recent dismantlement;;;;;;;;;;;;;
EVTDESC777770551;\n\nWe have been given nothing from dismantlement;;;;;;;;;;;;;
EVTDESC777770552;\n\nWe have been freed by the recent dismantlement;;;;;;;;;;;;;
EVTDESC777770553;\n\nOur status has not changed!;;;;;;;;;;;;;
EVTDESC777770554;\n\nWe have been given new lands by the recent dismantlement;;;;;;;;;;;;;
EVTDESC777770555;\n\nWe have been puppeted by the recent dismantlement;;;;;;;;;;;;;
EVTDESC777770556;\n\nWe have been annexed from dismantlement;;;;;;;;;;;;;
EVTDESC777770557;\n\nWe are to form a larger state!;;;;;;;;;;;;;
EVTDESC777771100;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771200;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771103;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771203;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771105;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771205;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771106;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771206;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771107;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771207;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771108;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771208;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771109;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771209;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771111;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771211;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771112;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771212;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771113;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771213;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771114;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771214;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771115;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771215;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771116;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771216;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771117;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771217;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771118;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771218;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771119;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771219;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771120;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771220;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771121;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771122;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771221;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771222;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771122;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771222;\n\nOur $FROMCOUNTRY_ADJ$ cores are being considered.;;;;;;;;;;;;;
EVTDESC777771303;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777771403;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777771305;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777771405;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777771306;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777771406;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777771307;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777771407;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777771308;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777771408;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777771309;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777771409;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777771311;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777771411;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777771312;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777771412;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777771313;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777771413;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777771314;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777771414;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777771315;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777771415;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777771316;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777771416;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777771317;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777771417;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777771318;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777771418;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777771319;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777771419;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777771320;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777771322;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777771321;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777771420;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777771421;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777771422;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772003;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772103;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772005;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772105;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772006;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772106;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772007;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772107;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772008;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772108;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772009;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772109;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772011;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772111;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772012;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772112;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772013;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772113;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772014;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772114;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772015;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772115;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772016;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772116;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772017;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772117;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772018;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772118;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772019;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772119;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772020;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772022;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772021;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772120;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772121;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772122;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772203;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772303;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772205;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772305;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772206;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772306;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772207;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772307;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772208;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772308;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772209;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772309;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772211;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772311;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772212;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772312;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772213;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772313;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772214;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772314;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772215;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
