Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish
SSB_absolute_empire;The Keneges Empire;;;;;;;;;;;;;
SSB_semi_constitutional_empire;The Keneges Empire;;;;;;;;;;;;;
SSB_constitutional_empire;The Keneges Empire;;;;;;;;;;;;;
SSB_absolute_empire_ADJ;Keneges;;;;;;;;;;;;;
SSB_semi_constitutional_empire_ADJ;Keneges;;;;;;;;;;;;;
SSB_constitutional_empire_ADJ;Keneges;;;;;;;;;;;;;
SSB_conservative;Kenegeslar;;;;;;;;;;;;;
mughal_zindabad_title;Victory over the British;;;;;;;;;;;;;
mughal_zindabad_desc;The Sepoys have been victorious and the British are now powerless to hold onto India. Let us send them a formal message demanding their official withdrawal from the subcontinent.;;;;;;;;;;;;;
AFG_conservative;Loya Jirga;;;;;;;;;;;;;
AFG_liberal;Westernizers;Faction Pashah;Pascha-Fraktion;;Facción Bajá;;;;;;;;;
AFG_liberal_2;Young Afghan Party;Faction Pashah;Pascha-Fraktion;;Facción Bajá;;;;;;;;;
AFG_reactionary;Traditionalists;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;
AFG_radical;Constitutionalists;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;
AFG_socialist;Parcham;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;
AFG_communist;Khalq;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;
AFG_fascist;Afgan Mellat Gund;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;
BDK_absolute_empire;The Yarid Empire;;;;;;;;;;;;;
BDK_semi_constitutional_empire;The Yarid Empire;;;;;;;;;;;;;
BDK_constitutional_empire;The Yarid Empire;;;;;;;;;;;;;
BDK_absolute_empire_ADJ;Yarid;;;;;;;;;;;;;
BDK_semi_constitutional_empire_ADJ;Yarid;;;;;;;;;;;;;
BDK_constitutional_empire_ADJ;Yarid;;;;;;;;;;;;;
BDK_conservative;Yaridlar;;;;;;;;;;;;;
KAZ_proletarian_dictatorship;Kazakhstan;RSS Kazakhstan;SSR Kasachstan;SSR Kazachstan;SSR Kazajstán;RSS Kazaca;SSR Kazahsztán;SSR Kazachstán;SSR Kazahsztán;SSR Kazachstan;SSR Cazaquistão;ÑÑÐ Êàçàõñòàí;SSR Kazakstan;
KAZ_absolute_empire;The Kazakh Khanate;;;;;;;;;;;;;
KAZ_semi_constitutional_empire;The Kazakh Khanate;;;;;;;;;;;;;
KAZ_constitutional_empire;The Kazakh Khanate;;;;;;;;;;;;;
KAZ_absolute_empire_ADJ;Kazakh;;;;;;;;;;;;;
KAZ_semi_constitutional_empire_ADJ;Kazakh;;;;;;;;;;;;;
KAZ_constitutional_empire_ADJ;Kazakh;;;;;;;;;;;;;
BKY_absolute_monarchy;The Junior Jüz;;;;;;;;;;;;;
BKY_prussian_constitutionalism;The Junior Jüz;;;;;;;;;;;;;
BKY_hms_government;The Junior Jüz;;;;;;;;;;;;;
BKY_absolute_monarchy_ADJ;Junior Kazakh;;;;;;;;;;;;;
BKY_prussian_constitutionalism_ADJ;Junior Kazakh;;;;;;;;;;;;;
BKY_hms_government_ADJ;Junior Kazakh;;;;;;;;;;;;;
KAZ_liberal;Taraqqiparvarlar;Faction libérale;Die liberale Fraktion;;;;;;;;;;;
KAZ_liberal_2;Alash Partiasy;Faction libérale;Die liberale Fraktion;;;;;;;;;;;
KAZ_reactionary;Qadimlar;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;
KAZ_radical;Jas Azamat;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
KAZ_socialist;Ush Jüz;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
KAZ_communist;Jas Qazaq;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
KAZ_fascist;Alash Militsiyatsy;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
KAZ_radical_republic;The Alash Republic;;;;;;;;;;;;;
KAZ_radical_republic_ADJ;Alash;;;;;;;;;;;;;
EVTNAME800;The Official Russian Flag;;;;;;;;;;;;;
EVTDESC800;\n\nYour Majesty, times are changing and our Empire now has the need for not only personal banners and merchant flags, but also an official state flag. Bernhard Karl von Koehne, the head of the Heraldry Department of the Governing Senate, proposes a black-gold-white flag derived from the Imperial Coat of Arms. Another option would be to officialize the de facto used white-blue-red civil ensign. Which option would Your Majesty prefer?;;;;;;;;;;;;;
EVT800OPTA;Sign the decree on the new heraldic flag.;;;;;;;;;;;;;
EVT800OPTB;Sign the decree on the old civil ensign.;;;;;;;;;;;;;
EVTNAME801;Amendment to the Flag Decree;;;;;;;;;;;;;
EVTDESC801;\n\nThe black-yellow-white flag existed as an official flag for almost 25 years - however, on 28 April 1883, the edict "On flags for decorating buildings in solemnities" was issued. It allowed to use only white-blue-red flags to decorate buildings. Shall we expand this edict to make the white-blue-red flag the official flag of Russia again?;;;;;;;;;;;;;
EVT801OPTA;Let us use white-blue-red.;;;;;;;;;;;;;
EVT801OPTB;Keep the current flag.;;;;;;;;;;;;;
EVTNAME802;Imperial Flag in Disuse;;;;;;;;;;;;;
EVTDESC802;\n\nThe heraldic or black-gold-white imperial flag has never enjoyed much popularity, yet murky legislation ensures it still flies on certain places. Upcoming grand festivities this year give us the opportunity to finally settle this issue and completely settle on a flag that will surely never change.;;;;;;;;;;;;;
EVT802OPTA;White, blue and red will be fully used again.;;;;;;;;;;;;;
EVT802OPTB;Unshakably decree the usage of the heraldic flag!;;;;;;;;;;;;;
BOE;Latin Confederation;;;;;;;;;;;;;
BOE_ADJ;Latin;;;;;;;;;;;;;
BOE_absolute_empire;Bourbon Empire;;;;;;;;;;;;;
BOE_semi_constitutional_empire;Bourbon Empire;;;;;;;;;;;;;
BOE_constitutional_empire;Bourbon Empire;;;;;;;;;;;;;
BOE_absolute_empire_ADJ;Bourbon;;;;;;;;;;;;;
BOE_semi_constitutional_empire_ADJ;Bourbon;;;;;;;;;;;;;
BOE_constitutional_empire_ADJ;Bourbon;;;;;;;;;;;;;
BOE_presidential_dictatorship;Latin Confederation;;;;;;;;;;;;;
BOE_presidential_dictatorship_ADJ;Latin;;;;;;;;;;;;;
BOE_radical_republic;State and People of Rome;;;;;;;;;;;;;
BOE_radical_republic_ADJ;Latin;;;;;;;;;;;;;
BOE_democracy;Latin Confederation;;;;;;;;;;;;;
BOE_democracy_ADJ;Latin;;;;;;;;;;;;;
BOE_proletarian_dictatorship;United Latin Proletariat;;;;;;;;;;;;;
BOE_proletarian_dictatorship_ADJ;Latin;;;;;;;;;;;;;
BOE_fascist_dictatorship;Latin Corporate State;;;;;;;;;;;;;
BOE_fascist_dictatorship_ADJ;Latin;;;;;;;;;;;;;
EVT807DESC;\n\nWilliam III, King of the Netherlands and Grand Duke of Luxemburg has died today at the age of 73. The king was a man of immense stature and with a boisterous voice. He could be gentle and kind, then suddenly he could become intimidating and even violent. An autocrat at heart, he was inclined to terrorize and humiliate his courtiers and was cruel to animals as well. Most people around him agreed that he was, to some degree, insane.\n\nAll of the late king's sons have preceded him to the grave. The succession laws were thus changed three years ago and now his underage daughter Wilhelmina succeeds to the throne in a regency. However, Luxemburg does not permit female succession. Adolf of Nassau-Weilburg, the closest male relative, now becomes the Grand Duke of an independent Luxemburg.;;;;;;;;;;;;;
ITA_colonial_company;Italien;;;;;;;;;;;;;
ITA_colonial_company_2;Italie;;;;;;;;;;;;;
MAN;New York;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
MAN_ADJ;New Yorker;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
MAN_absolute_monarchy;Hudsonia;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
MAN_absolute_monarchy_ADJ;Hudsonian;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
MAN_prussian_constitutionalism;Hudsonia;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
MAN_prussian_constitutionalism_ADJ;Hudsonian;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
MAN_hms_government;Hudsonia;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
MAN_hms_government_ADJ;Hudsonian;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
MAN_proletarian_dictatorship;Lenapehoking;;;;;;;;;;;;;
MAN_proletarian_dictatorship_ADJ;Lenapehoking;;;;;;;;;;;;;
FSA_absolute_monarchy;Kingdom of the Yankees;;;;;;;;;;;;;
FSA_prussian_constitutionalism;Kingdom of the Yankees;;;;;;;;;;;;;
FSA_hms_government;Kingdom of the Yankees;;;;;;;;;;;;;
FSA_absolute_monarchy_ADJ;Yankee;;;;;;;;;;;;;
FSA_prussian_constitutionalism_ADJ;Yankee;;;;;;;;;;;;;
FSA_hms_government_ADJ;Yankee;;;;;;;;;;;;;
SVY;Piedmont;;;;;;;;;;;;;
SVY_ADJ;Piedmontese;;;;;;;;;;;;;
SVY_absolute_monarchy;Savoy-Piedmont;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
SVY_prussian_constitutionalism;Savoy-Piedmont;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
SVY_hms_government;Savoy-Piedmont;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
YUG_fascist;Jugoslavenska Radikalna Zajednica;;;;;;;;;;;;;
TUS_absolute_empire;Etruria;;;;;;;;;;;;;
TUS_semi_constitutional_empire;Etruria;;;;;;;;;;;;;
TUS_constitutional_empire;Etruria;;;;;;;;;;;;;
PAR_absolute_monarchy;Parma-Piacenza;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
PAR_prussian_constitutionalism;Parma-Piacenza;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
PAR_hms_government;Parma-Piacenza;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
PAR_absolute_empire;Parma-Piacenza;;;;;;;;;;;;;
PAR_semi_constitutional_empire;Parma-Piacenza;;;;;;;;;;;;;
PAR_constitutional_empire;Parma-Piacenza;;;;;;;;;;;;;
EVTNAME810;Death of Marie Louise;;;;;;;;;;;;;
EVTDESC810;\n\nMarie Louise of the house of Habsburg-Lorraine, duchess of Parma, Piacenza and Guastalla, former wife of Napoleon Bonaparte and the mother of his only legitimate son, has died at the age of 56 of pleurisy. Charles II of Bourbon-Parma, duke of Lucca and previously the king of the Napoleonic client kingdom of Etruria, has now very reluctantly accepted the inheritance of the late Empress. It is expected that he will abdicate once he has secured the duchy for his heirs.\n\nThe accession of the house of Bourbon-Parma provides a prudent opportunity to change the flag of our duchy and make us more recognizable. The newly proposed flag is attached to the top of this document. Shall we proceed with the change or not?;;;;;;;;;;;;;
EVT810OPTA;What a spin on flag design!;;;;;;;;;;;;;
EVT810OPTB;That flag looks too radical! Denied, arrested, executed!;;;;;;;;;;;;;
MOD_absolute_monarchy;Modena-Reggio;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
MOD_prussian_constitutionalism;Modena-Reggio;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
MOD_hms_government;Modena-Reggio;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
MOD_absolute_empire;Modena-Reggio;;;;;;;;;;;;;
MOD_semi_constitutional_empire;Modena-Reggio;;;;;;;;;;;;;
MOD_constitutional_empire;Modena-Reggio;;;;;;;;;;;;;
GER_liberal_2;Nationalliberale;Nationalliberale ;Nationalliberale ;;Nationalliberale ;;;;;;;;;
GER_conservative_3;Freikonservative Partei;;;;;;;;;;;;;
GER_reactionary_2;Deutschkonservative Partei;Nationale Partei;Nationale Partei;;Nationale Partei;;;;;;;;;
SLU;The Slavic Union;;;;;;;;;;;;;
SLU_proletarian_dictatorship;The Slavic Commune;;;;;;;;;;;;;
SLU_presidential_dictatorship;The Slavic Republic;;;;;;;;;;;;;
SLU_radical_republic;Republic of the Slavs;;;;;;;;;;;;;
SLU_fascist_dictatorship;The Great Slavic National State;;;;;;;;;;;;;
SLU_theocracy;The Patriarchate of All Slavs and the Prince-Bishopric of Montenegro;;;;;;;;;;;;;
SLU_absolute_monarchy;The Slavic Empire;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
SLU_prussian_constitutionalism;The Slavic Empire;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
SLU_hms_government;The Slavic Empire;Manhattanien;Manhattanisch;;Manhattanita;;;;;;;;;
SLU_absolute_empire;The Slavic Empire;;;;;;;;;;;;;
SLU_semi_constitutional_empire;The Slavic Empire;;;;;;;;;;;;;
SLU_constitutional_empire;The Slavic Empire;;;;;;;;;;;;;
SLU_ADJ;Slavic;;;;;;;;;;;;;
SLU_theocracy_ADJ;Slavo-Montenegrin;;;;;;;;;;;;;
SLU_conservative;Šturovites;;;;;;;;;;;;;
SLU_conservative_1;Slavic Christian Union;;;;;;;;;;;;;
SLU_liberal;Palackites;;;;;;;;;;;;;
SLU_liberal_1;Constitutional Democratic Party;;;;;;;;;;;;;
SLU_reactionary;Slavophiles;;;;;;;;;;;;;
SLU_reactionary_1;All-Slavic Black Veche;;;;;;;;;;;;;
SLU_radical;Sabinites;;;;;;;;;;;;;
SLU_radical_1;National Revolutionary Congress;;;;;;;;;;;;;
SLU_socialist_1;Socialist Revolutionary Party;;;;;;;;;;;;;
SLU_socialist_2;Labour Party;;;;;;;;;;;;;
SLU_communist;Communist Party;;;;;;;;;;;;;
SLU_fascist;All-Slavic National Radical Party;;;;;;;;;;;;;
miskito_nationalists_spawned_title;Greater Mosquitia;;;;;;;;;;;;;
miskito_nationalists_spawned_desc;The Europeans like to "claim" that "land" is theirs. Most curious! We shall embrace this concept to fit in with the rest of the civilized countries. Mosquitia's natural borders shall be, say... from here to here? Fetch me a pencil posthaste, my good sir! And the good parchment!;;;;;;;;;;;;;
EVTDESC811;\n\nAs we have now found ourselves at war with the English, the continued use of the Union Jack on our flag has given way to impracticalities of combat as well as public opposition. An official change to our flag is now simply a necessity.;;;;;;;;;;;;;
KKP_absolute_empire;The Torani Empire;;;;;;;;;;;;;
KKP_semi_constitutional_empire;The Torani Empire;;;;;;;;;;;;;
KKP_constitutional_empire;The Torani Empire;;;;;;;;;;;;;
KKP_absolute_empire_ADJ;Torani;;;;;;;;;;;;;
KKP_semi_constitutional_empire_ADJ;Torani;;;;;;;;;;;;;
KKP_constitutional_empire_ADJ;Torani;;;;;;;;;;;;;
KKP_ADJ;Karakalpak;;;;;;;;;;;;;
EVTNAME811;Ordinance on the National Flag;;;;;;;;;;;;;
EVTDESC811;\n\nWith the recent unification of Italy, confusion is abound regarding the national flag. Some are seen flying Savoyard banners and a foreign match company has even printed them on their boxes as our official flag! We should make it clear that we have but one flag of Italy: it is the one with our ancient and complex dynastic achievements right in the middle.;;;;;;;;;;;;;
EVT811OPTA;Sign it!;;;;;;;;;;;;;
EVTNAME812;A New Flag?;;;;;;;;;;;;;
EVTDESC812;\n\nThe current international situation of Hawai'i has made the similarity of our flag to that of Britain a problem of increasing proportions. Advisors suggest that it would be prudent if we avoided any future faux pas by adopting the personal flag of Your Majesty as the state flag of our kingdom, Union Jack gone.;;;;;;;;;;;;;
EVT812OPTA;It only makes sense.;;;;;;;;;;;;;
EVT812OPTB;No, Britain should change!;;;;;;;;;;;;;
EVTDESC640;\n\nThe Serbs of Vojvodina have successfully campaigned against the treasonous Hungarians and now stand at peace. Despite their apparent loyalty to our most illustrious house, perhaps it would still be prudent to quickly reintegrate them before they decide to join Serbia down south...;;;;;;;;;;;;;
EVTDESC641;\n\nAfter our victory against the Hungarians, the Austrians now seek to regain control over Vojvodina. We did, in fact, fight more or less in the name of the emperor who now promises us our own crownland, but perhaps unification with Serbia would be preferable regardless...;;;;;;;;;;;;;
ENG_absolute_empire;Great Britain;;;;;;;;;;;;;
ENG_semi_constitutional_empire;Great Britain;;;;;;;;;;;;;
ENG_constitutional_empire;Great Britain;;;;;;;;;;;;;
ENL_absolute_empire;England-Wales;;;;;;;;;;;;;
ENL_semi_constitutional_empire;England-Wales;;;;;;;;;;;;;
ENL_constitutional_empire;England-Wales;;;;;;;;;;;;;
form_england_wales_title;The Anglo-Welsh Compromise;;;;;;;;;;;;;
form_england_wales_desc;As our power has been greatly diminished, growing voices now clamour for the independence of Wales to further our demise. A disaster of such proportions would leave fair old England in a most rumpuous position, a laughing stock of Europe, far behind even the dreadful Hibernian. To regain momentum, perhaps it would be prudent to call upon the glory of the Tudors and the majesty of Arthur - to find a compromise and create a new United Kingdom: that of England and Wales.;;;;;;;;;;;;;
proclaim_bulgarian_empire_title;Restore Constantinople;;;;;;;;;;;;;
proclaim_bulgarian_empire_desc;Since 1453, the Turks have defiled the greatest Orthodox city, enslaved our brethren and forced the Patriarch to do the bidding of their Sultan. No more! As $COUNTRY_ADJ$ soldiers triumphantly enter the heart of Rome in the East, there is but one thing to do: proclaim a new empire in the name Christ Pantokrator.;;;;;;;;;;;;;
TCA_conservative;Conservative Party;;;;;;;;;;;;;
TCA_liberal;Democratic Party;;;;;;;;;;;;;
TCA_reactionary;Traditionalist Party;;;;;;;;;;;;;
TCA_radical;Republican Party;;;;;;;;;;;;;
TCA_socialist;Social Democratic Party;;;;;;;;;;;;;
TCA_communist;Communist Party;;;;;;;;;;;;;
TCA_fascist;Iron Wolves;;;;;;;;;;;;;
NRB_absolute_monarchy;Nieuwe Koningrijk;;;;;;;;;;;;;
NRB_prussian_constitutionalism;Nieuwe Koningrijk;;;;;;;;;;;;;
NRB_hms_government;Nieuwe Koningrijk;;;;;;;;;;;;;
SOV_fascist_dictatorship;The All-Russian State;;;;;;;;;;;;;
SOV_absolute_monarchy;The Russian Empire;;;;;;;;;;;;;
SOV_prussian_constitutionalism;The Russian Empire;;;;;;;;;;;;;
SOV_hms_government;The Russian Empire;;;;;;;;;;;;;
SOV_absolute_empire;The Russian Empire;;;;;;;;;;;;;
SOV_semi_constitutional_empire;The Russian Empire;;;;;;;;;;;;;
SOV_constitutional_empire;The Russian Empire;;;;;;;;;;;;;
SOV_democracy;The Russian Republic;;;;;;;;;;;;;
SOV_presidential_dictatorship;Russia;;;;;;;;;;;;;
SOV_ADJ;Russian;;;;;;;;;;;;;
UBD_absolute_empire;Livonia;;;;;;;;;;;;;
UBD_semi_constitutional_empire;Livonia;;;;;;;;;;;;;
UBD_constitutional_empire;Livonia;;;;;;;;;;;;;
UBD_democracy;The Baltic Republic;;;;;;;;;;;;;
UBD_presidential_dictatorship;The Baltic State;;;;;;;;;;;;;
UBD_radical_republic;The Livonian Republic;;;;;;;;;;;;;
UBD_fascist_dictatorship;Aestia;;;;;;;;;;;;;
UBD_absolute_monarchy;The United Baltic Duchy;;;;;;;;;;;;;
UBD_prussian_constitutionalism;The United Baltic Duchy;;;;;;;;;;;;;
UBD_hms_government;The United Baltic Duchy;;;;;;;;;;;;;
UBD_prov_gov_conservative;The Baltic Provinces;;;;;;;;;;;;;
UBD_strenghten_governorship_title;Strengthen Our Governorship;;;;;;;;;;;;;
UBD_strenghten_governorship_desc;Estabilished after the Greater Northern War, the three Baltic governorates - Livonia, Estland and Courland, after years of Russian rule, have shared the same governor since 1800, despite technically still being separate. If we were able to project enough power in our governorates, we might be able to de facto control all of them, despite the reality on paper being different. But who knows? Perhaps the Tsar would be partial to allow this fait accompli...;;;;;;;;;;;;;
EVTNAME31500002;Baltic Governor strengthens Power;;;;;;;;;;;;;
EVTDESC31500002;\n\nAdquired after the Great Northern War and Partition of Poland, the three Baltic governorates - Livonia, Estland and Courland, despite technically being separate, have shared the same governor since 1800. It seems that the current governor has managed to assert his authority enough that any divisions remain but on paper. Now, he is requested that the administration of his governorships be reformed and unified into a single entity. While this would allow them to better administer the region, we are advised that it could be dangerous to allow this show of ambition to succeed, especially if we were to try to russify and integrate the region in the future. Do we allow the governorates to be merged into one entity, or do we replace the governor with a less ambitious man?;;;;;;;;;;;;;
EVTNAME31500003;The Baltic German Plea For Help;;;;;;;;;;;;;
EVTDESC31500003;\n\nAn envoy has arrived from Riga under mundane pretext - in reality bearing a serious message. It would seem that, with our ascendency in the world stage, the Russians fear that if their loyalty was tested, the Baltic Germans would turn their loyalty to a German invader rather than their Russian overlords. Now they are consering to end the Ostsee Rights, close the German Landtags and directly incorporate the Baltic Governorates, perhaps even to subject them to Russification. The envoy asks for help - for the Germans to protect their own shall Russia try to deprive them of their rights. A secret treaty can be drafted... What is our response?;;;;;;;;;;;;;
UBD_secret_treaty_title;Secret Treaty with the Germans;;;;;;;;;;;;;
UBD_secret_treaty_desc;It is becoming more and more probable that the Tsar will decide to abolish our governorate and administrate us directly. In such an event, we would be nigh powerless to resist the Russian onslaught. Our only hope would be to sign a secret treaty with our German brothers in Berlin - that they would come defend us from Russian aggression. We cannot let ourselves become lost!;;;;;;;;;;;;;
EVTDESC31500006;\n\nThe Russians have decreed our governorate forfeit - the lands are henceforth to be administered directly as a part of Russia. We may accept - or we may resist...;;;;;;;;;;;;;
EVTDESC31500008;\n\nThe arrogant Balts led by their treacherous German landowners have, upon hearing news of our proclamation of integration, declared independence, capturing Russian officials and taken control over the Baltic Provinces!;;;;;;;;;;;;;
EVTDESC31500009;\n\nPer the secret treaty we have signed with the Baltic Germans, they now ask for our help against the Russians, with Russian officials being captured by German and Baltic militias, as skirmishes already mark the beginning the Baltic fight for independence! Shall we honor the treaty?;;;;;;;;;;;;;
EVTDESC31500010;\n\nDire news! Apparently, our worst fears have proven true! The Baltic government has signed a secret defense treaty with Berlin against us - and now German troops march east to protect their Baltic brethen!;;;;;;;;;;;;;
EVTDESC31500012;\n\nAs the dust settles, we begin to transition our provisional government to a more permanent one. For quite some time now, there have been debates in Riga about the future of our nation and there even envoys from Germany going around and helping decide on what would be best for the Baltic. Today, the most proeminent figures of the Baltic Provinces gather in Riga to finally decide upon how will be governed from now on. First, we could crown a monarch, the Grand-Duke of Mecklenburg-Schwerin and representative of the German entourage as our new head of state. We could also opt to empower the local Landtags while having no monarch, becoming something of an eastern Switzerland. Finally, our generals would be willing to help solidify our new country - temporarily, of course. We shall decide soon, as the crowd outside grows more and more unruly by the day, with talks of curtailing German influence turning into a threat our government.;;;;;;;;;;;;;
UBD_colonial_company_4;Riga;;;;;;;;;;;;;
WUR;Württemberg;;;;;;;;;
LUB;Lübeck;;;;;;;;;
LSK_reactionary_company;Orthodox Church;;;;;;;;;;;;;
LSK_conservative_company;Company Rule;;;;;;;;;;;;;
LSK_liberal_company;Petersburg Shareholders;;;;;;;;;;;;;
LSK_radical_company;Promyshlenniki;;;;;;;;;;;;;
LIE_democracy;Oberrhein;;;;;;;;;;;;;
LIE_democracy_ADJ;Oberrhenish;;;;;;;;;;;;;
LIE_presidential_dictatorship;Oberrhein;;;;;;;;;;;;;
LIE_presidential_dictatorship_ADJ;Oberrhenish;;;;;;;;;;;;;
LIE_proletarian_dictatorship;Rhaetikon Commune;;;;;;;;;;;;;
LIE_proletarian_dictatorship_ADJ;Rhaetikonian;;;;;;;;;;;;;
LIE_radical_republic;The Rhaetian Republic;;;;;;;;;;;;;
LIE_radical_republic_ADJ;Rhaetian;;;;;;;;;;;;;
LIE_liberal;Liberalen;;;;;;;;;;;;;
LIE_liberal_2;Christlich-Soziale Volkspartei;;;;;;;;;;;;;
LIE_reactionary;Ultrakonservativen;;;;;;;;;;;;;
LIE_conservative;Konservativen;;;;;;;;;;;;;
LIE_conservative_2;Fortschrittliche Bürgerpartei;;;;;;;;;;;;;
LIE_socialist;Arbeiterverband;;;;;;;;;;;;;
LIE_radical;Revolutionsverein;;;;;;;;;;;;;
LIE_communist;Arbeiterpartei;;;;;;;;;;;;;
LIE_fascist;Volksdeutsche Bewegung;;;;;;;;;;;;;
GEO_radical_republic;The Kartvelian Republic;;;;;;;;;;;;;
ABK_reactionary;Sharvashidze;;;;;;;;;;;;;
MIG_reactionary;Dadiani;;;;;;;;;;;;;
SVA_reactionary;Dadeshkeliani;;;;;;;;;;;;;
GEO_pirveli;Pirveli Dasi;;;;;;;;;;;;;
GEO_meore;Meore Dasi;;;;;;;;;;;;;
GEO_mesame;Mesame Dasi;;;;;;;;;;;;;
GEO_terg;Tergdaleulebi;;;;;;;;;;;;;
GEO_conservative;Erovnul-Demokratiuli Partia;;;;;;;;;;;;;
GEO_liberal;Mitsis Mesakutreta Erovnuli Partia;;;;;;;;;;;;;
GEO_reactionary;Bagrationi;;;;;;;;;;;;;
GEO_reactionary_ktk;Kartvel Traditsionalistta Kavshiri;;;;;;;;;;;;;
GEO_radical;Tsisperqantselebi;;;;;;;;;;;;;
GEO_socialist;Sakartvelos Sotsial-Demokratiuli Partia;;;;;;;;;;;;;
GEO_communist;Sakartvelos Komunisturi Partia;;;;;;;;;;;;;
GEO_fascist;Erovnuli Ertobis Darazmuloba "Tetri Giorgi";;;;;;;;;;;;;
GEO_absolute_empire;Kartli-Kakheti;;;;;;;;;;;;;
GEO_semi_constitutional_empire;Kartli-Kakheti;;;;;;;;;;;;;
GEO_constitutional_empire;Kartli-Kakheti;;;;;;;;;;;;;
TCA_absolute_empire;The Bagratid Empire;;;;;;;;;;;;;
TCA_semi_constitutional_empire;The Bagratid Empire;;;;;;;;;;;;;
TCA_constitutional_empire;The Bagratid Empire;;;;;;;;;;;;;
treaty_of_georgievsk_title;Restore the Treaty of Georgievsk;;;;;;;;;;;;;
treaty_of_georgievsk_desc;Erekle II, the king of Kartli and Kakheti, has requested our protection back in 1783, to which we have most magnanimously agreed by signing the Treaty of Georgievsk. However, since the Georgians have been unable to defend themselves properly against the Persians, even after our garrison has left Tbilisi, our gracious sovereign Peter I has decreed to directly annex the kingdom in 1801. Now that the Persians have been beaten back, perhaps it would be prudent to re-uphold the treaty and restore our loyal servant and chamberlain, the prince Bagrat, son of George XII, in Kartli-Kakheti, instead of relying on the unpopular viceregal administration? A strong and loyal native state would, after all, be a beneficial buffer zone between the Ottoman and Persian empires...;;;;;;;;;;;;;
king_of_all_georgia_title;King of All Georgia;;;;;;;;;;;;;
king_of_all_georgia_desc;§RAvailable until 1837!§! Ever since the year 1465 there has been no king of a united Georgia. We have been fragmented into numerous bickering branches and used by various foreign powers. It is only as if through a divine miracle that Russia even decided to restore the Treaty of Georgievsk. If we want to become a strong state, we must resolve the ancient succession issues. The princes (batonishvili) are unfortunately too numerous to be killed off - it appears that the only option would be to pay them generous compensations and establish some sort of a set legal framework for their positions within the court and administration. Finally, we should get formal recognition from our overlord to confirm our rulership over all Georgia, which would also enable us to slowly absorb the fiefdoms in the west. The whole endeavor will be costly, but it is necessary. For a united Georgia!;;;;;;;;;;;;;
paying_off_bagratid_leeches;Batonishvili Compensations;;;;;;;;;;;;;
paying_off_bagratid_leeches_desc;We are paying off the myriad Bagratid princes in return for the recognition of our branch as the first kings of all Georgia since George VIII in 1465.;;;;;;;;;;;;;
OSS_fascist_dictatorship;Alania;;;;;;;;;;;;;
OSS_absolute_monarchy;Alania;;;;;;;;;;;;;
OSS_prussian_constitutionalism;Alania;;;;;;;;;;;;;
OSS_hms_government;Alania;;;;;;;;;;;;;
GEO_found_society_title;Found the Society for the Spreading of Literacy Among Georgians;;;;;;;;;;;;;
