establish_the_dar_al_funun_title;Establish The Dar al-Funun;Établissement du Dar al-Funun;Gründet die Dar al-Funun;;Establecer la Dar al-Funun;;;;;;;;;x
establish_the_dar_al_funun_desc;The Dar al-Funun was the first modern university type institution established in Persia. It was founded in 1851 by Amir Kabir, then vizier to Nasreddin Shah of the Qajar dynasty, and was a modern polytechnic dedicated to educating Persia's upper class youth in the arts of medicine, natural science and military technology. Let us give our youth a taste of the modern world by establishing this fine institution!;Le Dar al-Funun fut la première institution universitaire moderne établie en Perse. Il fut fondé, en 1851, par Amir Kabir, ensuite vizir de Nasreddin Shah de la dynastie Qajar, et était une école polytechnique moderne destinée à accueillir les jeunes des classes supérieures perses dans les domaines de la médecine, des sciences naturelles et de la technologie militaire. Offrons à nos jeunes un goût du monde moderne en établissant cette remarquable institution !;Die Dar al-Funun war die erste moderne Hochschule Persiens. Sie wurde im Jahr 1851 von Amir Kabir gegründet, dem damaligen Wesir des Kadscharen-Königs Naser ad-Din Schah, und war ein modernes Polytechnikum zur Ausbildung der Jugend der persischen Oberklasse in Medizin, Naturwissenschaften und Militärtechnologie. Lasst uns der Jugend durch die Gründung dieser großartigen Einrichtung eine Vorstellung von der modernen Welt geben!;;La Dar al-Funun fue la primera institución de enseñanza universitaria que se creó en Persia. Fue fundada en 1851 por Amir Kabir, el entonces visir del shah Nasreddin de la dinastía Qajar, como un instituto politécnico moderno dedicado a educar a la juventud de clase alta de Persia en las artes de la medicina, las ciencias naturales y la tecnología militar. ¡Enseñemos a nuestra juventud las maravillas del mundo moderno a través de la fundación de esta esplendida institución!;;;;;;;;;x
fatherland_volunteers_title;Fatherland Volunteers;Les volontaires de la patrie;Vaterländische Freiwillige;;Voluntarios por la patria;;;;;;;;;x
fatherland_volunteers_desc;During The War of The Triple Alliance, when Paraguayan troops invaded the Brazilian province of Mato Grosso, Pedro II, the Brazilian Emperor, angered by what he saw as incompetence on part of the Brazilian military, demanded that he himself be allowed to go in person to the front. When both the Cabinet and the National Assembly refused his wish, Pedro threatened to abdicate the imperial throne and join the army as a volunteer, reportedly saying that 'If they can prevent me from going as an Emperor, they cannot prevent me from abdicating and going as a Fatherland Volunteer'. Naturally, the Cabinet was left without much choice. Brazilians who later volunteered during the war were called 'Fatherland Volunteers', in memory of Pedro's quote. Say it like Pedro did, and the nation will follow wherever you lead.;Lors de la guerre de la Triple alliance, lorsque les troupes paraguayennes envahirent la province brésilienne de Mato Grosso, Pierre II, l'empereur du Brésil, se mit en colère contre ce qu'il qualifiait d'incompétence de la part de l'armée brésilienne et demanda l'autorisation de rejoindre personnellement le front. Face au refus du cabinet et de l'assemblée nationale d'accéder à sa demande, Pierre II menaça d'abdiquer pour rejoindre l'armée en tant que volontaire et il tint les propos suivants : "S'ils peuvent m'empêcher d'être empereur, ils ne peuvent m'empêcher d'abdiquer et de rejoindre les volontaires de la patrie". Naturellement, le cabinet n'eut guère le choix. Les Brésiliens qui lui emboîtèrent le pas étaient appelés "volontaires de la patrie" en mémoire de ses propos. Reprenez les propos de Pierre II et la nation sera derrière vous.;Während des Tripel-Allianz-Kriegs, als paraguanische Truppen in die brasilianische Provinz Mato Grosso, ärgerte sich Peter II., der brasilianische Kaiser, um die vermeintliche Inkompetenz des brasilianischen Militärs, und verlangte, selbst an die Front gehen zu dürfen. Also sowohl das Kabinett als auch die Nationalversammlung seinen Wunsch ablehnte, drohte Peter II. damit, abzudanken und als Freiwilliger in die Armee einzutreten. Er soll gesagt haben: 'Wenn sie mich daran hindern können, als Kaiser zu gehen, dann können sie mich nicht daran hindern, abzudanken und als vaterländischer Freiwilliger zu gehen'. Das Kabinett hatte nun natürlich kaum noch eine Wahl. Brasilianische Freiwillige wurden später in Erinnerung an Peters Zitat 'vaterländische Freiwillige' genannt. Sagen Sie es wie Peter II., und die Nation wird Ihnen bedingungslos folgen.;;Durante la Guerra de la Triple Alianza, cuando las tropas paraguayas invadieron la provincia brasileña del Mato Grosso, Pedro II, el emperador de Brasil, enfurecido por lo que consideró una muestra de incompetencia por parte de las fuerzas armadas de su país, solicitó permiso para acudir en persona al frente. Cuando el Gabinete y la Asamblea Nacional rechazaron su solicitud, Pedro amenazó con abdicar del trono imperial y alistarse en el ejército como voluntario, alegando que 'Aunque pueden evitar que vaya como Emperador, no puede evitar que abdique y marche como voluntario por la patria.' Naturalmente, al Gabinete no le quedaron muchas opciones. Los brasileños que se alistaron posteriormente recibieron el nombre de 'voluntarios por la patria' en memoria de la cita del Emperador. Dilo, como lo dijo Pedro, y la nación te seguirá a donde quiera que la guíes.;;;;;;;;;x
ATWAR;The country is at war;Le pays est en guerre;Das Land ist im Krieg.;;El país está en guerra;;;;;;;;;x
law_1420_of_general_common_education_title;Law 1420;Loi 1420;Gesetz 1420;;Ley 1420;;;;;;;;;x
law_1420_of_general_common_education_desc;Law 1420 of General Common Education was an Argentine law passed in 1884, during president Julio Argentino Roca, that established the country's first free, mandatory, national and secular system of education. While the secular slant of the law caused some friction between the catholic church and the Argentine government, the law can nevertheless be regarded a landmark in the history of Argentine education.;La loi 1420 d'enseignement public fut passée en Argentine en 1884, sous la présidence de Julio Argentino Roca, pour mettre en place le premier système éducatif gratuit, obligatoire et séculaire du pays. Bien que la tendance séculaire de la loi suscita quelques tensions entre l'Église catholique et le gouvernement argentin, cette loi marqua néanmoins un tournant important dans l'histoire de l'Argentine.;Das Gesetz 1420 für die Allgemeinbildung war ein im Jahr 1884 während der Amtszeit von Julio Argentino Roca verabschiedetes argentinisches Gesetz, dass das erste freie, verpflichtende, nationale und säkulare Bildungssystem des Landes aufstellte. Obwohl der säkulare Charakter des Gesetzes für Spannungen zwischen der katholischen Kirche und der argentinischen Regierung sorgte, kann das Gesetz trotzdem als Meilenstein in der argentinischen Bildungsgeschichte gesehen werden.;;La ley 1420 de educación general común fue una ley argentina promulgada en 1884, durante el mandato del presidente Julio Argentino Roca, que estableció el primer sistema educativo secular, obligatorio y gratuito de la nación. Aunque el aspecto secular de la ley causó fricciones entre la iglesia Católica y el gobierno de Argentina, se puede considerar como un hito en la historia de la educación en Argentina.;;;;;;;;;x
danmarks_riges_grundlov_title;Danmarks Riges Grundlov;Danmarks Riges Grundlov;Grundgesetz Dänemarks;;Danmarks Riges Grundlov;;;;;;;;;x
danmarks_riges_grundlov_desc;Denmark had been an absolute monarchy since 1660 when, on June fifth 1849, King Frederick VII signed the document known as 'Danmarks Riges Grundlov', The Danish Constitution, into law. The signing of a constitution delimiting the monarch's power, a development which Fredericks predecessors had fought hard to avoid, came about during a period of Danish national unity, following the First Schleswig War. The constitution marks Denmark's transition away from absolutism, and to a constitutional monarchy. Let us give our people a constitution!;Le Danemark était dirigé par une monarchie absolue depuis 1660 lorsque, le 5 juin 1849, le roi Frederick VII signa un document connu sous le nom de "Danmarks Riges Grundlov" et correspondant à la constitution danoise. La signature d'une constitution encadrant le pouvoir monarchique, un point sur lequel les prédécesseurs de Frederick s'étaient battus, intervint au cours de la période d'unité nationale qui suivit la première guerre du Slesvig. Cette constitution marque la transition du Danemark d'une monarchie absolue vers une monarchie constitutionnelle. Offrons à notre peuple une constitution !;Dänemark war seit 1660 eine absolute Monarchie gewesen, als König Frederik VII. am fünften Juni 1849 die dänische Verfassung, 'Danmarks Riges Grundlov' unterschrieb. Diese Unterschrift einer Verfassung, die die Machtbefugnisse des Königshauses einschränkte, einer Entwicklung, gegen die Fredericks Vorgänger entschieden gekämpft hatten, erfolgte während einer Phase nationaler Einheit Dänemarks nach dem ersten Schleswig-Holsteinischen Krieg. Die Verfassung markiert Dänemarks Abkehr vom Absolutismus zu einer konstitutionellen Monarchie. Lasst uns unserem Volk eine Verfassung geben!;;Dinamarca había sido una monarquía absoluta desde 1660 hasta que, el 5 de junio de 1849, el rey Federico VII ratificó el documento conocido como 'Danmarks Riges Grundlov', la constitución danesa. La firma de una constitución que pusiese límites al poder del monarca, un evento contra el que los predecesores de Federico habían luchado firmemente, sucedió durante un período de unidad nacional danesa que siguió a la Primera Guerra de Schleswig. La constitución marcó la transición de Dinamarca del absolutismo a la monarquía constitucional. ¡Démosle a nuestra gente una constitución!;;;;;;;;;x
ADD_WARGOAL_DESC;Require $COST$ war score to demand;Requiert un score de guerre de $COST$ pour demander;Benötigt zum Einfordern $COST$ Kriegspunkte.;;Hace falta una puntuación de guerra de $COST$ para solicitarlo;;;;;;;;;x
ADD_WARGOAL_PEACE_COST;Costs $COST$ war score to demand in a peace deal;Coûtera un score de guerre de $COST$ pour faire une proposition de paix.;Kostet zum Einfordern bei einer Friedensverhandlung $COST$ Kriegspunkte.;;Requiere una puntuación de guerra de $COST$ para solicitarlo en un acuerdo de paz;;;;;;;;;x
ADD_WARGOAL_INFAMY;If we add this war goal to our war, we will gain $COST$ §Yinfamy§W;Si nous ajoutons cet objectif à notre guerre, nous gagnerons $COST$ en §Yinfamie§W;Wenn wir unserem Krieg dieses Kriegsziel hinzufügen, bekommen wir $COST$ §YInfamie§W dazu.;;Si añadimos este objetivo bélico a nuestra guerra ganaremos $COST$ de §Yinfamia§W;;;;;;;;;x
ADD_WARGOAL_PRESTIGE;If we achive this war goal, we will gain $COST$ §Yprestige§W;Si nous réussissons à atteindre cet objectif de guerre, nous gagnerons $COST$ en §Yprestige§W;Wenn wir dieses Kriegsziel erreichen, bekommen wir $COST$ §YPrestige§W dazu.;;Si añadimos este objetivo bélico a nuestra guerra ganaremos $COST$ de §Yprestigio§W;;;;;;;;;x
ADD_WARGOAL_MILITANCY;If we fail to achive this war goal, our entire population will gain $MILITANCY$ §YMilitancy§W;Si nous ne réussissons pas à atteindre cet objectif de guerre, toute notre population gagnera $MILITANCY$ en §Ymilitantisme§W;Wenn wir dieses Kriegsziel nicht erreichen, bekommt unsere gesamte Bevölkerung $MILITANCY$ §YMilitanz§W dazu.;;Si no logramos conseguir este objetivo bélico, toda nuestra población ganará $MILITANCY$ de §Ymilitancia§W;;;;;;;;;x
ADD_WARGOAL_WARGOAL;War goal: §Y$GOAL$§W;Objectif de guerre : §Y$GOAL$§W;Kriegsziel: §Y$GOAL$§W;;Objetivo bélico: §Y$GOAL$§W;;;;;;;;;x
adopt_die_stem_title;Adopt 'Die Stem';Adoption de "Die Stem";Die Stem' übernehmen;;Adoptar 'Die Stem';;;;;;;;;x
adopt_die_stem_desc;Ons sal lewe, ons sal sterwe,\nOns vir jou, Suid-Afrika.'\n\n'Die Stem van Suid-Afrika', or 'The Call of South-Africa' in English, although it gained official status as South Africa's national anthem only in 1957 had, for a long time prior, been unofficially used in that capacity. Originally written as a poem by C.J. Langehoven in 1918, the piece had music composed for it in 1921 by Marthinus Lourens de Villiers. 'Die Stem' saw frequent use in the broadcasts of the African Broadcasting Company, which played it at the end of daily broadcasts, along with God Save the King. Adopt 'Die Stem', and let us give our young country a proper anthem!;"Ons sal lewe, ons sal sterwe,\nOns vir jou, Suid-Afrika".\n\n"Die Stem van Suid-Afrika" ou "L'Appel de l'Afrique du Sud", en français, même s'il est devenu officiellement l'hymne national de l'Afrique du Sud en 1957, était utilisée à cette fin de manière non officielle bien avant cette date. Initialement rédigé sous forme de poème par C.J. Langehoven, en 1918, Marthinus Lourens de Villiers en composa la musique en 1921. "Die Stem" fut repris par l'African Broadcasting Company qui le diffusait à la fin de ses émissions quotidiennes avec "God Save the King". Adoptons "Die Stem" et offrons à notre jeune nation un hymne qui lui soit propre !;Ons sal lewe, ons sal sterwe,\nOns vir jou, Suid-Afrika.'\n\n'Die Stem van Suid-Afrika' bzw. 'Die Stimme Südafrikas', erlangte zwar erst im Jahr 1957 den Status der südafrikanischen Nationalhymne, war aber schon lange Zeit zuvor in diesem Sinne benutzt worden. Ursprünglich war sie im Jahr 1918 von C.J. Langehoven als Gedicht geschrieben worden. 1921 komponierte Marthinus Lourens de Villiers dann die Musik dafür. 'Die Stem' wurde von South African Broadcasting Corporation (SABC) zum Ende jedes Tagesprogramms gespielt, zusammen mit God Save the King. Übernehmt 'Die Stem', damit unser junges Land endlich eine angemessene Nationalhymne hat!;;Ons sal lewe, ons sal sterwe,\nOns vir jou, Suid-Afrika.\n\n'Die Stem van Suid-Afrika' o, 'La Llamada de Sudáfrica', aunque no obtuvo el reconocimiento como himno oficial de Sudáfrica hasta 1957, sirvió de para ese propósito de forma no oficial desde mucho antes. Originalmente escrita como poema por C.J. Langehoven en 1918, Marthinus Lourens de Villiers compuso música para la pieza en 1921. 'Die Stem' solía retransmitirse con frecuencia en la 'African broadcasting Company', que la emitía al final de las emisiones diarias, junto a 'God Save the King'. Adopta 'Die Stem'. ¡Qué nuestra joven nación tenga un himno adecuado!;;;;;;;;;x
found_the_bbc_title;Found The BBC;Fondation de la BBC;BBC gründen;;Fundar la BBC;;;;;;;;;x
found_the_bbc_desc;"The British Broadcasting Corporation, Britain's public service radio and, eventually, television network, was founded on 18 October 1922 as the 'British Broadcasting Company Ltd'. The company was originally founded by a group of six telecommunications companies, and the first transmission was sent from 2LO station, London, on November 14 1922. Form the BBC, and let ""Nation Speak Peace Unto Nation"".";La British Broadcasting Corporation, la radio publique britannique, puis ensuite le réseau de télévision, fut fondée le 18 octobre 1922 sous le nom de "British Broadcasting Company Ltd". À l'origine, cette compagnie regroupait six sociétés de télécommunication et la première transmission fut lancée depuis la station 2LO de Londres le 14 novembre 1922. Fondez la BBC et puisse la nation dire la paix à la nation.;"Die British Broadcasting Corporation, Englands öffentlich-rechtlicher Hörfundsender und schließlich auch TV-Anstalt, wurde am 18. Oktober 1922 als 'British Broadcasting Company Ltd.' gegründet. Die Firma wurde ursprünglich von sechs Telekommunikationsfirmen gegründet, und die erste Übertragung wurde am 14. November 1922 von der 2LO Station in London übertragen. Gründet die BBC, ganz nach dem Motto: "Nation Speak Peace Unto Nation".;;La 'British Broadcasting Corporation', el servicio de radio pública británica y, posteriormente, de televisión, se fundó el 18 de octubre de 1922 como la 'British Broadcasting Company Ltd'. La compañía fue originalmente fundada por un grupo de seis compañías de telecomunicaciones. Su primera transmisión se realizó desde la estación 2LO, en Londres, el 14 de noviembre de 1922. Crea la BBC y deja que 'la nación le hable de paz a la nación'.;;;;;;;;;x
establish_the_sovnarkom_title;Establish The SOVNARKOM;Établissement du SOVNARKOM;Richtet die SOVNARKOM ein;;Fundar la SOVNARKOM;;;;;;;;;x
establish_the_sovnarkom_desc;Soviet Narodnykh Kommissarov', transliterated Russian for 'Council of People's Commissars', was the highest government authority in Soviet Russia, per functions delineated in the 1918 Constitution of the RSFSR. The Sovnarkom was (formally) responsible to the Congress of The Soviets and had, when said Congress was out of session, the power to issue decrees carrying the full force of law.;Le "Soviet Narodnykh Kommissarov" qui signifie littéralement le "Conseil des commissaires du peuple" fut la plus haute autorité gouvernementale de la Russie soviétique dont les fonctions furent définies dans la constitution de 1918 de la République socialiste fédérative soviétique de Russie (RSFSR). Le Sovnarkom était officiellement responsable devant le Congrès des Soviets de l'administration générale des affaires de l'État.;Soviet Narodnykh Kommissarov', Russisch für 'Rat der Volkskommissare', war die höchste Regierungsbehörde der Sowjetunion und wurde in der Verfassung der RSFSR von 1918 verankert. Die Sovnarkom war (formell) für den sowjetischen Volkskongress verantwortlich und hatte, wenn besagter Kongress nicht tagte, die Macht zur Erlassung von Dekreten mit voller gesetzlicher Macht.;;El 'Soviet Narodnykh Kommissarov', que en ruso significa 'Consejo de Comisarios del Pueblo' era la mayor autoridad de gobierno de la Rusia Soviética, cuyas funciones se delineaban en la constitución de 1918 de la RSFS. El Sovnarkom era responsable (de manera formal) del Congreso de los Diputados del Pueblo y tenía, cuando dicho congreso no estaba en sesión, capacidad para emitir decretos con plena validez legal.;;;;;;;;;x
EVTNAME2000;Ethnic Flavor;Parfum ethnique;Multikulti;;Sabor étnico;;;;;;;;;x
EVTDESC2000;Foreign immigrants arriving in new countries often find themselves living together concentrated in relatively small areas, living in close proximity to, and seeking mutual support from, their national brethren, often forming little 'ethnic enclaves', such as New York's 'Little Italy'. $PROVINCENAME$ is no exception, as the immigrant community there has formed a just such a thing, complete with all the cultural, linguistic and culinary flavors of the immigrants' homeland;Les immigrants étrangers en provenance de nouveaux pays avaient tendance à se concentrer dans des quartiers relativement restreints et à vivre à proximité les uns des autres pour se soutenir, créant ainsi de petites "enclaves ethniques" comme "Little Italy" à New York. $PROVINCENAME$ n'y fait pas exception et cette communauté d'immigrants y a réinstauré les notes culturelles, linguistiques et culinaire de sa terre natale.;Ausländische Einwanderer finden sich in ihren neuen Ländern häufig stark konzentriert in relativ kleinen Gebieten wieder, wo sie in enger Nachbarschaft zu ihren Landsleuten leben und sich mit diesen gegenseitige Unterstützung bieten. Oftmals bilden sie 'ethnische Enklaven', wie beispielsweise New Yorks 'Little Italy'. $PROVINCENAME$ ist da keine Ausnahme, da die Einwanderergemeinde dort gerade solch eine Enklave mit allen kulturellen, linguistischen und kulinarischen Aspekten ihres Heimatlandes gebildet hat.;;Los inmigrantes extranjeros que llegan a nuevos países suelen encontrarse viviendo en zonas concentradas de una extensión relativamente pequeña. Allí, viven en vecindad con sus paisanos para darse apoyo mutuo, formando 'enclaves étnicos', como la 'Pequeña Italia', en Nueva York. $PROVINCENAME$ no es una excepción, ya que la comunidad de inmigrantes ha organizado algo similar, completada con todos los rasgos culturales, lingüísticos y culinarios de su tierra natal.;;;;;;;;;x
EVTOPTA2000;A victory for our tolerant society!;Une victoire pour notre société tolérante !;Ein Sieg für unsere tolerante Gesellschaft!;;¡Una victoria para nuestra tolerante sociedad!;;;;;;;;;x
EVTOPTB2000;An excellent opportunity to promote local harmony!;Une belle occasion de promouvoir la cohabitation locale !;Eine hervorragende Gelegenheit zur Förderung der lokalen Harmonie!;;¡Promover la armonía local!;;;;;;;;;x
EVTNAME2020;Intermarriage;Mariage mixte;Mischehen;;Matrimonio interracial;;;;;;;;;x
EVTDESC2020;Romance is in the air in $PROVINCENAME$, where a marriage between one of the province's immigrant sons, and a young local girl, is being celebrated by friends and family. Some decry the development as the end of $COUNTRY_ADJ$ civilization, but the young couple sure do look happy. Immigration is changing $PROVINCENAME$ in ways both big and small.;Il flotte un parfum de romantisme en $PROVINCENAME$ où, amis et familles célèbrent le mariage d'un fils d'immigrant avec une jeune fille du coin. Certains dénoncent ce mariage comme la fin de la civilisation $COUNTRY_ADJ$, mais le jeune couple semble aux anges. L'immigration modifie indéniablement le visage de $PROVINCENAME$.;In $PROVINCENAME$ liegt Romantik in der Luft: Freunde und Familie feiern die Hochzeit zwischen einem Einwanderersohn und einem jungen lokalen Mädchen. Manche verunglimpfen diese Entwicklung als das Ende der $COUNTRY_ADJ$ Zivilisation, aber das junge Paar sind auf jeden Fall sehr glücklich aus. Die Immigration verändert $PROVINCENAME$ im Großen wie im Kleinen.;;En $PROVINCENAME$, el romance está en el aire. El matrimonio entre el hijo de uno de los inmigrantes locales y una joven de la zona es motivo de celebración para la familia y sus amigos. Algunos califican el suceso como el fin de la civilización $COUNTRY_ADJ$, pero la joven pareja parece feliz. La inmigración está cambiando $PROVINCENAME$ en todos los aspectos.;;;;;;;;;x
EVTOPTA2020;We wish them all the best;Tous nos vœux de bonheur !;Wir wünschen ihnen alles nur das Beste.;;Les deseamos lo mejor.;;;;;;;;;x
EVTOPTB2020;A clear sign that immigration must be curtailed;Un signe clair qu'il faut endiguer l'immigration !;Ein klares Zeichen, dass wir den Einwanderungsstrom reduzieren müssen.;;Una clara señal de que la inmigración debe ser atajada.;;;;;;;;;x
EVTNAME2050;Citizenship Demonstration;Manifestation citoyenne;Demonstration für Bürgerrechte;;Demostración ciudadana;;;;;;;;;x
EVTDESC2050;The immigrants in $PROVINCENAME$ have gone out in a demonstration, protesting the lack of equal citizenship, and demanding equal recognition under the law for all $COUNTRY_ADJ$ citizens.;Les immigrants de $PROVINCENAME$ ont manifesté pour protester contre un traitement qu'ils jugent inégal et exiger la reconnaissance légale de tous les citoyens $COUNTRY_ADJ$.;Die Immigranten in $PROVINCENAME$ haben sich zu einer Demonstration zusammengefunden und protestieren gegen ihre eingeschränkten Bürgerrechte. Sie fordern die rechtliche Gleichberechtigung aller $COUNTRY_ADJ$ Bürger.;;Los inmigrantes de $PROVINCENAME$ han marchado en una manifestación para protestar por la desigualdad en la ciudadanía y para solicitar el reconocimiento de igualdad bajo la ley para todos los habitantes de $COUNTRY$.;;;;;;;;;x
EVTOPTA2050;Interesting, let us listen to them...;Intéressant, écoutons-les...;Interessant. Lasst uns hören, was sie zu sagen haben ...;;Es interesante. Escuchémosles...;;;;;;;;;x
EVTOPTB2050;Bloody nonsense this!;Quelle absurdité !;So ein hanebüchener Unsinn!;;¡Es una completa tontería!;;;;;;;;;x
EVTNAME2060;Immigrant Riots;Émeutes des immigrants;Einwandereraufstände;;Disturbios de inmigrantes;;;;;;;;;x
EVTDESC2060;Riots have broken out in $PROVINCENAME$'s immigrant communities. While formally citizens, many immigrants feel that the state does not accord them proper recognition, and that they do not have the same opportunities as proper nationals.;Des émeutes ont éclaté dans les communautés d'immigrants en $PROVINCENAME$. Officiellement naturalisés, bon nombre d'immigrants estiment que l'État ne leur accorde pas suffisamment de reconnaissance et qu'ils ne bénéficient pas des mêmes faveurs que les nationaux.;In den Einwanderergemeinden von $PROVINCENAME$ sind Aufstände ausgebrochen. Obwohl sie formell Bürger sind, haben viele Einwanderer das Gefühl, dass der Staat ihnen die volle Anerkennung verweigert, und dass sie nicht dieselben Möglichkeiten wie vollwertige Bürger haben.;;Han estallado disturbios en las comunidades de inmigrantes de $PROVINCENAME$'s. Aunque formalmente son ciudadanos, muchos inmigrantes sienten que el estado no reconoce su condición de forma adecuada y que no tienen las mismas oportunidades que los que han nacido en el país.;;;;;;;;;x
EVTOPTA2060;A police matter at worst;Une affaire pour la police;Im schlimmsten Fall eine Polizeiangelegenheit.;;En el peor de los casos es un asunto policial.;;;;;;;;;x
EVTOPTB2060;Let us listen to their grievances;Écoutons leurs griefs;Wir sollten uns ihre Sorgen anhören.;;Escuchemos sus quejas.;;;;;;;;;x
EVTNAME2070;I Pledge Allegiance;Serment d'allégeance;Treueschwur;;Juro lealtad;;;;;;;;;x
EVTDESC2070;I pledge allegiance, to the flag of $COUNTRY$, and to the government for which it stands'\n\nNot one eye dry in the audience in $PROVINCENAME$ today, as some of our immigrants today took the pledge of allegiance, and confirmed their loyalty to the $COUNTRY_ADJ$ state.;Je prête allégeance au drapeau de $COUNTRY$ et au gouvernement qui le dirige.\n\nBeaucoup d'émotion aujourd'hui en $PROVINCENAME$, alors que nos immigrants ont prêté allégeance et confirmé leur loyauté envers l'État $COUNTRY_ADJ$.;Ich schwöre der Flagge und Regierung von $COUNTRY$ die Treue'.\n\nHeute blieb beim Publikum in $PROVINCENAME$ kein Auge trocken, als einige unserer Immigranten einen Treueschwur ablegten und ihre Loyalität für den $COUNTRY_ADJ$ Staat bekräftigten.;;Juro lealtad a la bandera de $COUNTRY$ y al gobierno al que representa\n\nHoy, nadie pudo contener las lagrimas en $PROVINCENAME$ mientras algunos de nuestros inmigrantes prestaban su juramento de lealtad y confirmaban su fidelidad al estado de $COUNTRY$.;;;;;;;;;x
EVTOPTA2070;Welcome home, countrymen.;Soyez les bienvenus !;Willkommen zu Hause, Landsleute.;;Bienvenido a casa, paisano.;;;;;;;;;x
EVTNAME2080;Ghetto;Ghetto;Ghetto;;Gueto;;;;;;;;;x
EVTDESC2080;Immigrants arriving in $COUNTRY$ often have small means both in terms of money and in terms of opportunity. Many of them have wound up in $PROVINCENAME$'s poor quarters, and those quarters are increasingly taking on the characteristics of a ghetto. It could be a good idea to do something about these squalid living conditions, lest they worsen.;Les immigrants qui arrivent en $COUNTRY$ sont souvent démunis. Bon nombre d'entre eux se sont installés dans les quartiers pauvres de $PROVINCENAME$ et ceux-ci ressemblent de plus en plus à des ghettos. Il serait bon d'agir pour améliorer ces conditions de vie déplorable avant que la situation ne s'aggrave.;Neuankömmlingen in $COUNTRY$ fehlt es oft an Geld und Gelegenheiten. Viele von ihnen sind in den Armenvierteln von $PROVINCENAME$ gelandet, die zunehmend die Eigenschaften von Ghettos annehmen. Es wäre vielleicht eine gute Idee, etwas gegen diese verwahrlosten Lebensbedingungen zu unternehmen, sonst könnten sie schlechter werden.;;Los inmigrantes que llegan a $COUNTRY$ suelen tener pocas posibilidades, tanto en lo referente a lo monetario, como en igualdad de oportunidades. Muchos se han agrupado en los barrios pobres de $PROVINCENAME$, que se están convirtiendo poco a poco en un gueto. Sería buena idea hacer algo para aliviar esas míseras condiciones de vida antes de que la situación empeore.;;;;;;;;;x
EVTOPTA2080;I'm not sure we can be bothered;Je suis certain qu'on peut le faire.;Ich bin mir nicht sicher, ob uns das interessiert.;;No estoy seguro de que debamos molestarnos.;;;;;;;;;x
EVTOPTB2080;We shall certainly investigate the situation;Nous devrions certainement approfondir la question.;Wir sollten die Situation auf jeden Fall untersuchen.;;Desde luego, hay que investigar la situación.;;;;;;;;;x
sign_treaty_of_london_title;The Treaty of London;Le Traité de Londres;Das Londoner Protokoll;;El Tratado de Londres;;;;;;;;;x
sign_treaty_of_london_desc;While Belgium's de facto independence from The Netherlands had been established by force of arms during the Belgian revolution of 1831, it had not been confirmed de jure by The Netherlands until the signing of the Treaty of London. In 1839 The Netherlands, along with all the Great Powers of Europe, signed the treaty, which formally established Belgium's independence and neutrality. By signing the treaty we will lose our claim to Belgium, but our standing in the eyes of the world will improve.;Alors que la Belgique s'était de facto libérée par la force du joug néerlandais lors de la révolution belge de 1831, son indépendance ne fut confirmée et officialisée par les Pays-Bas qu'à la signature du Traité de Londres. En 1839, les Pays-Bas, ainsi que toutes les Grandes Puissances européennes, signèrent ce traité qui reconnaissait officiellement l'indépendance et la neutralité de la Belgique. En signant ce traité, nous perdrons toute revendication sur la Belgique, mais gagnerons en prestige aux yeux du monde.;Obwohl die de facto Unabhängigkeit Belgiens von den Niederlanden mit Waffengewalt durch die belgische Revolution von 1831 erzwungen worden war, wurde sie erst durch die Unterschrift des Londoner Protokolls rechtmäßig. Im Jahr 1839 unterzeichneten die Niederlande und alle Großmächte Europas den Vertrag und bestätigten damit die Unabhängigkeit und Neutralität Belgien formell. Durch die Unterschrift des Vertrags verlieren wir unsere Ansprüche auf Belgien, aber unser Ansehen in den Augen der Welt wird steigen.;;Aunque la independencia de hecho de Bélgica de Holanda se había establecido por medio de las armas durante la Revolución Belga de 1831, no se confirmó legalmente por Holanda hasta la firma del Tratado de Londres. En 1839, Holanda, junto a las demás potencias de Europa, firmó el tratado que formalmente establecía la independencia y neutralidad de Bélgica. Al firmar el tratado, perderemos nuestra posibilidad de reclamar Bélgica, pero nuestra posición a ojos del mundo mejorará.;;;;;;;;;x
EVTNAME2090;Segregation;Ségrégation;Segregation;;Segregación;;;;;;;;;x
